contest_number,info,prompt,caption1,caption2,caption3,caption4,caption5,caption6,caption7,caption8,caption9,caption10
778,train,"scene: an office or conference room 
description: A person is standing in front of a bulletin board with pictures of a chicken and an egg, connected by lines and notes, as if trying to solve a mystery. Two other people are standing nearby, having a discussion. 
uncanny description: The person is treating the chicken and egg question like a serious investigation. 
entities: Chicken, Egg, Investigator 
funny caption:",I’m here for the report on the case of the missing yolk.,It’s been three days since I told you it was just a simple riddle.,"I’m sorry, but we can’t answer that question right now. We're on a chicken-egg call back.",You’d think after 20 years in law enforcement he’d have figured out it was the cart that came first.,It's not just about which came first; it's about who's responsible for cleaning up after them.,It’s not rocket science. It’s just...chick-egg ,I’m not sure who’s more oblivious—the guy trying to solve the chicken and egg problem or his boss who keeps asking ‘where’s my report?’,There's no use denying it anymore. We're working with poultry.,I’m sorry but we can’t take you seriously until you figure out which came first.,I didn't realize how much we take for granted until someone started asking questions.
779,train,"scene: a room with a table 
description: A man is standing next to a table, looking at a small dog that is inside a fishbowl. 
uncanny description: Dogs do not belong in fishbowls. 
entities: Man, Dog, Fishbowl 
funny caption:","The owner claims he has a great sense of humor, but this is just proof that he knows nothing about dogs and everything about Amazon reviews.","I'm pretty sure we just moved from ""I have a pet"" to ""I collect taxidermy.""",I'm glad we got this out of the way before you had to explain it to your lawyer.,I’m 95% sure this isn't legal.,"I’m getting used to the idea of talking to myself, but this takes it to another level.",The only thing more absurd than Trump's foreign policy is keeping a terrier in an aquarium.,I’m usually the one who says “I can’t breathe” but today it’s the damn cat.,You know what I hate? When someone tells me it's OK to be gay but then gives me a cat in a fishbowl.,Why do we always assume it’s the cat?,I'm just here to say it once and for all - dogs do NOT belong in fishbowls.
780,train,"scene: an office 
description: Two office workers are standing near a water cooler, and one of them is gesturing towards a man who is sinking into a puddle on the floor. The man in the puddle looks distressed and is trying to keep his head above the surface. 
uncanny description: It is unusual for a person to be sinking into a puddle on the floor of an office. 
entities: Office_workers, Puddle 
funny caption:",I've worked here for five years and this is the first time I'm surprised by anything that happens in the bathrooms.,I’m here to speak with your manager. He’s underwater.,I’m going to stop you right there and say that’s not how we do it.,"If you see me at work tomorrow wearing shorts and flip flops, don’t ask questions.",I think it’s safe to say he’s been-ed.,I’m not sure if it’s the worst thing that has happened in this office today but it certainly takes the cake.,It's been a tough week. And it just keeps getting wetter.,I swear I was just at my desk when suddenly I slipped off my chair and started going down.,"I think we should stop here and help him. He works at Drowning Inc., after all.","I'm going to assume you meant ""office meeting."""
781,train,"scene: a living room 
description: A group of people are at a party in a living room. A woman is being shot out of a cannon while a man holding a glass of wine watches. 
uncanny description: It is unusual to have a cannon firing a person in a living room during a party. 
entities: Cannon, Party_guests 
funny caption:",I think you're the only one who didn't notice anything was off about tonight.,I'm not sure what the theme was but we all agreed on one thing - it wasn't safe.,I'm not sure how you get invited to this kind of thing but I think I made it on the 'maybe' list.,"I’m not sure if this is the most dangerous thing that has ever happened here, but it’s definitely the only time we’ve had someone fired from the ceiling.",I said it was an armed and dangerous gathering. They said they were going for the theme night.,I asked my wife what she thought about the party. She said it was ok but they were shooting someone through the wall.,I'm going to take my wife out for dinner and shoot her.,I’m not sure if you’ve noticed but something really weird just happened.,"When you say ""it's going to be a wild night"" nobody expects this.",I assumed you were a lawyer when you said you worked with firearms.
782,train,"scene: a city sidewalk 
description: Two mimes are performing on the street, mimicking and interacting with a woman who looks confused and slightly annoyed. A man stands nearby, observing the scene with a neutral expression. 
uncanny description: It is unusual for mimes to interact so closely with people on the street, especially in a way that makes them uncomfortable. 
entities: Mimes, Bystander, Woman 
funny caption:","I'm sorry, but I can’t understand you either.","I'm not sure what he was trying to say, but I think he just ordered me a drink.",You'd think they would at least warn you when they start talking.,"If you're good at mimicry, you could always work as a pollster.","If you're trying to get somewhere quickly, don't walk down a street where two mimes are having a fight.",I don’t think he understood the word 'unemployed' either.,"I'm not sure what they were saying but it sounded like French, Spanish, Russian, German, Italian, Portuguese, Dutch, Swedish, Danish, Norwegian, Finnish, Japanese, Chinese, Korean, Hebrew, Arabic, Greek, Latin, Ancient Egyptian, Sanskrit, Mandarin, Cantonese, Vietnamese, Polish, Lithuanian, Estonian, Latvian, Czech, Slovakian, Hungarian, Romanian, Bulgarian, Ukrainian, Belarusan, Serbian, Croatian, Montenegrin, Bosnian, Albanian, Turkish, Kurdish, Persian, Urdu, Punjabi, Gujarati, Marathi, Tamil, Malayalam, Bengali, Hindi, Maldivian, Dari, Pashto, Farsi, Afghani, Indonesian, Javanese, Balinese, Sundanese, Madagascar, Swahili, Amharic, Ethiopian, Nubian, Oromo, Somali, Yemeni, Syrian, Iraqi, Iranian, Saudi Arabian, Kuwaiti, Emirati, Qatari",I’m still not sure what they were trying to tell me about the store.,This is why we don't let French people near children.,I'm actually here to do stand-up.  My act is.
783,train,"scene: a therapist's office 
description: A therapist is sitting in a chair, listening to a broccoli character lying on a couch as if it were a patient. 
uncanny description: Vegetables don't go to therapy sessions. 
entities: Therapist, Broccoli 
funny caption:","I told the lawyer I was seeing a psychiatrist. He said, 'Well, you're certainly not seeing a vegetable.'",I think we need to work on your self-esteem ... or maybe just stop eating other things first.,When you say you need help but all I can see are carrots.,I was going to say something about eating my feelings but you already the whole room with that one.,I see you haven’t met your “five a day.”,Why did the tomato turn red? It saw the salad dressing.,"I think we all know what the problem is here - it's not the carrots or the peas, it's the spinach.","I told him he was going through a tough time, but he said he always feel like this.",I asked the broccoli why it was there and it said 'I was feeling stemmed.',I had no idea this was a support group for cruciferous vegetables until the leader started talking about how much they care about you and want you to thrive.
784,train,"scene: a living room 
description: A man is sitting in a chair reading a book. A snake is coming out of a mounted shield on the wall and wrapping around the chair. 
uncanny description: A snake coming out of a mounted shield on the wall is not a normal occurrence. 
entities: Man, Snake, Shield 
funny caption:","I'm calling it ""The Room with Many Surprises"".",I just bought this house. The previous owner had some interesting taxidermy.,I'm going to need a new hobby. And a new sofa.,I told her I'd be back at eight.,It's all in how you present it.,I told my wife she was drawing her curtains too far back. She said it was a reflex.,"I told my wife I was getting a new hobby. She said ""That's great honey""... then she saw the snake.",I said we needed to proofread this before it went to print.,"Well, that explains why he's always so calm under pressure.","I’m sure it was just a typo, but the online dating site said “seeking someone with experience in entomology.”"
785,train,"scene: outside a saloon 
description: A cowboy on a horse is approaching a saloon. Next to the horse, there is a piano tied up as if it were another horse. 
uncanny description: Pianos are not typically tied up outside of saloons like horses. 
entities: Cowboy, Horse, Piano 
funny caption:","I'm here for the piano stool, not the piano.","If you're looking for a place with live music and open arms, try the other saloon",It’s been years since I’ve played the silent treatment.,I’ll have whatever she was having an hour ago.,I'll play you in.,You're telling me. I ordered a whiskey and a tie-up.,"I’m not saying that’s an unusual sight in Texas, but in New York City that would be considered white noise.",It was an off-tune robbery,What’s with all these tied-up pianos? ,It’s not often that you see a piano go off on its own.
786,train,"scene: an office with a city view 
description: A man is sitting at a desk in an office with a cityscape view. He is talking to another man in a suit who is sitting behind the desk. Next to the man in the suit, there is a dog sitting on a chair. 
uncanny description: It is unusual for a dog to be sitting on a chair in an office setting. 
entities: Businessman, Interviewee, Dog 
funny caption:","I said, 'I'll get right back to you,' and he said, 'No. You have my card.'",I'm interviewing candidates for an open position. The one with the most impressive resume gets to take home my job.,I’m here to interview for the position of CEO. He’s here to interview me as a person.,I told him he was being interviewed by Amazon's Alexa and Google Home. He said OK.,I think you’re overqualified for this position too.,I'm actually here for your cat.,I think we just hired your ex-girlfriend's lawyer.,I swear he said ‘yes’ and then fell over.,I’m here on behalf of every German Shepherd that has ever been told they’re “good boy”,I’m impressed you managed to get your resume into a powerpoint presentation and onto the toilet seat all at once.
787,train,"scene: a bedroom 
description: A couple is packing their suitcases in a bedroom. The woman is packing clothes, while the man is packing a large stone wheel and a club. 
uncanny description: It is unusual for someone to pack a large stone wheel and a club in their suitcase. 
entities: Couple, Stone_wheel, Club 
funny caption:",I told him it was excessive luggage. He said he’s leaving no one behind.,"I asked her what she meant when she said ""I'm leaving you"". She said, ""Well, I packed your stuff.""",I'm still trying to figure out where they're going.,When you said you were bringing everything back.,"I asked her what she packed for the weekend trip. She said, ""I packed everything we need.""","I'm not sure what we packed first, but it was definitely something we should have left at home.",I’m assuming we’re moving in together?,I'm not sure how they plan on checking into a hotel with those.,I asked him why he was bringing a stone wheel. He said it was a great conversation starter.,I think we're leaving sooner than expected.
788,train,"scene: a tailor shop 
description: A tailor is fitting an astronaut for a spacesuit in front of a mirror. The astronaut is standing still while the tailor, with a measuring tape around his neck, looks pleased with his work. 
uncanny description: It is unusual to see a tailor fitting an astronaut for a spacesuit in a regular tailor shop. 
entities: Tailor, Astronaut, Spacesuit 
funny caption:",I’m here on business. He’s here on vacation.,I’m not sure what’s more impressive – the fact that he got this job after being rejected by every other profession or the fact that he’s still wearing his old underwear underneath it.,I asked if he could hem my pant leg and they said no. This is as small as it gets.,"I told him it was for a job interview, he said ""What kind of job?""","“I’ll take it,” said the man from Mars.",I'm not sure how well this works if he has to go to the bathroom.,I'm just here to complain about gravity.,I'm sure it looked just as surprised when you said you wanted your wedding dress taken apart and put back together with seven extra zippers.,"I told my wife I was going to a tailor. She said 'Oh great, another one'.","I asked the tailor if he could make me look taller and he said yes, but it would cost me three planets."
789,train,"scene: a living room 
description: A man with large butterfly wings is hovering in the living room while another person sits on the couch looking at him in surprise. 
uncanny description: Humans don't have butterfly wings and can't hover in mid-air. 
entities: Butterfly_wings, Hovering 
funny caption:",I told her she should be more specific when she said 'I want you to turn into a bug'.,"I asked my wife if she had any idea where I put my pants and she said ""No. You were wearing them.""",It was the first time I saw my wife since the divorce decree came through.,I told my wife I was going for a walk. She asked where. I said 'around'.,"I told her she was imagining things. She said 'no honey, it's real. He's been here for an hour.'",If you’re dating someone who has butterfly wings you’ve probably already met their mother,The only thing I know for sure is that I'm allergic to everything he just said.,The only thing scarier than Trump voters is Trump voters with wings.,"Well, that explains why you keep flitting around the office.","I told her she was imagining things. She said no, it was real. We agreed to disagree."
790,train,"scene: a road 
description: A man in a suit is driving a bumper car on a road next to a pickup truck. The woman driving the truck looks surprised and confused. 
uncanny description: Bumper cars are not meant to be driven on regular roads alongside normal vehicles. 
entities: Bumper_car, Pickup_truck 
funny caption:",I swear it was a 35 mile per hour zone until I got into the driver's seat.,"I know it’s against the rules, but I’ve always been one to take risks.",You think you're seeing double? I’m from New Jersey.,"Next time you see someone driving a bumper car down the highway, it’s probably a lawyer.",I know it’s against the law but I couldn’t help myself. I was just following the yellow line.,"I’m going to call it an accident, but really it was just me being bad at parking.",It’s been an accident-prone week.,It’s the only place where you’ll ever see a Republican vote for public transportation.,I'm here for the insurance adjustment.,"I know it says ""Don't touch anything,"" but that doesn't apply here."
791,train,"scene: a park 
description: Two dogs are standing in front of a giant doghouse. One dog is inside the entrance, and the other is just outside. 
uncanny description: The doghouse is unusually large compared to the size of the dogs. 
entities: Dogs, Doghouse 
funny caption:",Why was the one dog in jail? He got caught barking into his own phone.,I'm not sure which one's bigger--the dog or the owner's ego.,"I'm not sure what we did wrong, but we're here for our yearly 'size comparison' appointment.",It’s not that they’re small dogs; it’s that the house is so big.,I'm not sure if they designed it that way or if it chose its own career path.,"What do you call it when one of those tiny Chihuahuas walks into a bar and orders a martini? You say ""I'll have one too"".","I was going to get the same exact model but they only come in 'large,' 'gigantic,' 'enormous,' and 'absolutely monstrous.'",I'm not sure why we keep moving into houses with a room that big for one thing.,I told him it was bigger on the inside. He said he knew that.,I'm here to tell you that it was not the size of the house that mattered.
792,train,"scene: a deserted island 
description: Two castaways are on a deserted island with a grand piano. One is reading sheet music while the other sits at the piano. There are bottles and more sheet music scattered around them. 
uncanny description: It is highly unusual to find a grand piano on a deserted island. 
entities: Castaways, Grand_piano 
funny caption:",I guess you could say they hit all the right notes.,I’ve been told this isn't how you play the castaway.,"I’m still not entirely sure how we ended up here, but it’s clear that I’ve been married for ten years and she hasn't mentioned it once",I'm starting to think that it wasn't the shipwreck that caused us to be stranded here.,Of course they found a way to bring along the one thing you can't play without it.,I'm pretty sure we found the only place in the world where you can play the 'castaway' theme song without irony.,I'm still trying to figure out how we ended up with a grand piano in the middle of nowhere but I do know one thing - this is no ordinary deserted island.,"I'd like to think we rescued it from a sinking ship, but honestly, we found it in the bushes.",I'm assuming this is how it starts for everyone.,I'm pretty sure we were supposed to be looking for something else entirely when we found this.
793,train,"scene: a grocery store 
description: A bear is standing at a checkout counter while a cashier is bagging a fish for it. 
uncanny description: Bears do not shop for fish at grocery stores. 
entities: Bear, Cashier, Fish 
funny caption:",The only thing scarier than a grizzly in the produce section would be Trump in the White House.,I don't know how you shop without claws.,It’s the most common misconception about bears. They don’t vote either.,I'm still trying to figure out which one is the service animal.,Actually I did. My wife said I was acting too much like a man.,"I'm telling you, that was no salmon.",What do you call it when a bear steals your salmon? It's called the great American obsession.,I'm not sure who's more surprised right now - the cashier or the fact that I know you can buy trout at Walmart.,"I said to the cashier ""I'll take it"". She looked at me and said ""You want me to call security?""",I think we all know which one's behind the counter.
794,train,"scene: a park or open field 
description: A group of aliens with large heads and small bodies are walking in a line, led by a man in a suit carrying a briefcase. They are coming out of a spaceship, and two humans are watching them in amazement. 
uncanny description: Aliens with large heads and small bodies are not a common sight, especially being led by a human in a suit. 
entities: Aliens, Spaceship, Humans 
funny caption:",I'm going to assume we just saw the President.,It’s been three days since we saw anything else that wasn’t from Amazon.,I'm surprised they still bother to try and hide it from us.,"I was going to take a photo, but then I realized no one would believe me.","I'm calling it an ""alien convention."" It started as a typo but I decided to go with it.",It’s the only time you’ll ever see a ‘human’ in charge of extraterrestrials.,"If you were abducted by aliens who looked like this, you'd be asking for the manager too.",I’m sure there’s an easy way to describe this ,I’m calling it “a typical Tuesday”,"I'm actually just here to report a UFO. The problem is, everyone else has already called."
795,train,"scene: a restaurant 
description: A waiter is serving a dish to a praying mantis sitting at a table in a restaurant. The dish appears to be a cooked insect. 
uncanny description: It is unusual for a praying mantis to be dining in a restaurant and being served by a human waiter. 
entities: Praying_mantis, Waiter 
funny caption:",You're telling me the same thing right now.,"I assumed it was the appetizer when she said ""I'll have whatever you're having.""",I’ll take the special. It’s got “bug” on it but I assume that’s.,I've never seen so much focus on a menu item before.,I’ve been waiting here since the last waitress quit.,I’ll take the special.,I’ll take the special. It has three legs.,"No, it’s just the first time I’ve seen them use their hands.","I'd say it was a rare sighting, but honestly, you see them everywhere once you start looking.",I was thinking of ordering the special but then I remembered what I am.
796,train,"scene: a cluttered room 
description: A man and a woman are standing in a room filled with bowling balls and pins. The woman is holding a rolling pin, and the man is holding two bowling balls. 
uncanny description: It is unusual to see a room filled with bowling balls and pins, and the woman holding a rolling pin. 
entities: Man, Woman, Bowling balls, Bowling pins, Rolling pin 
funny caption:","I just told you we were going to a bowling alley. You said no, but I didn't listen either.","I'm not sure what happened here, but I do know that there will be no more bowling leagues in this house for a while.",I told him it was an odd place for a first date. He said he knew where we were going next.,I’m getting good at this.,You know it's not just a one-night stand when you wake up next to three lanes of bowling.,"I'm not sure how you got here from your job interview, but congratulations on landing the position.","I asked him why they were having sex on a bowling lane, he said it was the only place big enough for both of them.",Why do you think it’s called ‘a roll in the bed’?,You said you wanted a night of passion. I bring you...a night of ten-pin bowling.,"I'm not sure what happened here, but let me tell you, it was all downhill from there."
797,train,"scene: an office 
description: A person in a suit of armor is sitting at a desk in an office, working on some papers. A woman is standing in front of the desk, holding a folder and a coffee cup, while another person peeks in from the doorway. 
uncanny description: It is unusual to see someone in a full suit of armor working in a modern office setting. 
entities: Knight, Office_worker 
funny caption:",It's actually really hard to work when you can only move your arms.,The only thing more intimidating than a meeting with HR was a meeting with the insurance company.,"You're right, it does seem out of place. But you try carrying around $50 million worth of paperwork in your underwear every day.","I’m still not sure if he’s part of the IT department or the HR department, but either way it’s been three weeks since he last changed his password.",I think it’s safe to say he was the only one with a security clearance in this room,"“I’m here on business,” said the knight, “but I’ll be back later for my appointment with my shrink.”",I’m not sure what’s more surprising—a knight in an office or an HR manager with a Ph.D.,I'm the only one here who hasn't gotten laid off.,You look armored for this meeting.,"If you’re here for a meeting, I’m sorry but we only accept visitors in chain mail."
798,train,"scene: a dark forest road 
description: A person is fixing their car on a dark, forested road at night. A large, menacing creature with sharp teeth is watching them from the shadows. 
uncanny description: It is unusual and frightening to see a large, menacing creature watching someone fix their car at night. 
entities: Car, Person, Monster 
funny caption:",I'm sure it was just the headlights reflecting off of them.,I'm not sure if I should call for help or run.,I know it’s late but you really should have changed your oil before this happened.,I just got off the phone with my wife. She said she could be there in twenty minutes.,This is not a road sign you want to ignore.,I'm glad I got that oil change before it started howling.,"If you're going to getrobbed, might as well do it in broad daylight.",I don't care if you have flat tires or flat hopes; this guy will eat anything that stops here.,I'm just here to warn you that there are dangerous animals in this parking lot,I'm sure it's just your GPS trying to tell you where you're going wrong.
799,train,"scene: a living room 
description: A man and a cat are sitting on a couch, each holding a glass of wine. They appear to be having a casual conversation. 
uncanny description: Cats don't sit upright and hold glasses of wine like humans. 
entities: Man, Cat, Wine_glass 
funny caption:","If I told you that the only thing more surprising than finding out my boss is actually a cat was that I work for him, you wouldn't believe me either.","It’s called a “cat”-a-roni, you idiot.",I can only imagine the look on the owner's face when he comes home.,It’s not that she speaks fluently in English either.,"If you ask me, it's more impressive that the cat can open its mouth without breaking anything than that the man can walk around in public without wearing pants.",I think we just identified the one person in this apartment who hasn’t been hit by a car yet.,I'm not sure if this is an optical illusion or a sign that I need help.,It’s actually the woman in the background who’s wearing pants.,I can confirm that this is the first time you've asked me how many legs I have.,I just described my relationship with the toilet paper roll.
800,train,"scene: a baseball field 
description: A headless baseball player is standing near the dugout, with his helmet floating above where his head should be. Two coaches are leaning on the fence, talking and watching the player. The crowd in the background is cheering. 
uncanny description: The baseball player has no head, yet his helmet is floating in the air. 
entities: Headless_baseball_player, Coaches, Crowd 
funny caption:","I’m not sure if you noticed, but we’re missing a player.","Well, it's certainly one way to strike out.",I’m not sure what’s more frightening—the fact that there’s a headless baseball player on the field or the fact that you just referred to me as an ‘it’.,"I'm not sure what it means that the ball was hit straight back to you, sir.","I'm not sure who’s more surprised, him or the guy calling 911 from section D.","I’m telling you, he was there. You just can’t see him.","""That's not what I meant when I said 'take off your mask,'"" says the coach to the catcher.",I’m actually kind of impressed. Most people would get really upset if they lost their heads while playing sports.,"I'm sorry, but I can't see you right now.",You’re telling me that’s all he was thinking about when he hit it?
801,train,"scene: a chess table 
description: A man is playing chess with the Grim Reaper. The man is smiling and appears to be making a move. 
uncanny description: Playing chess with the Grim Reaper is not a typical occurrence. 
entities: Man, Grim_Reaper, Chess 
funny caption:",I'm dying to tell you how they met.,I'm just here for the checkmate joke.,I'm dying to know how he lost that one.,"Well, you did die eventually.",I'm sure he said something about how it was always his fate to lose.,I'm calling it right now. ,I'm willing to bet he never saw that one coming.,I'm pretty sure it was just an online profile picture.,I’d say it’s a game of life and death...but that would be redundant,I don't know how you play chess with someone who already knows when they die.
802,train,"scene: a construction site high above the city 
description: Construction workers are sitting on a steel beam high above the city. A pizza delivery person is handing them a pizza. 
uncanny description: It is unusual for a pizza delivery person to deliver pizza to workers sitting on a high steel beam. 
entities: Construction_workers, Pizza_delivery_person 
funny caption:",The only thing higher than their expectations was the delivery fee.,You should probably call OSHA first. We just got here.,I'm not sure how you got here without calling us first.,I'm pretty sure you ordered from Yelp.,I'm not sure how you got up here without calling someone first.,I said we needed more concrete. They sent me a lawyer.,I’m sure it’s against code but they let him bring his dog too,The only place you can go out to dinner and not get stuck in traffic is thousands of feet up in the air.,"I'm pretty sure they ordered a ""bridge"" and got a ""beam"".","I know it’s high risk, but we’re talking about a guy who delivered pizza to the top of a skyscraper without a parachute. He’s clearly a risk taker."
803,train,"scene: a car dealership 
description: Two men in suits are standing in a car dealership. One man is showing the other a small, toy-like car that resembles a children's ride-on car. 
uncanny description: It is unusual for a car dealership to sell a toy-like car meant for children. 
entities: Salesman, Customer, Toy_car 
funny caption:","I bought it because it said ""adult"" on the license plate.","I asked him if he sold real cars too and he said yes, but they were all toys.",I said I wanted something practical. He handed me an unmarked bag and told me to meet him back here at midnight.,You should have said you were looking for a 'toy-car' ,I think we can all agree this is not how you test drive a car.,"If you buy this now, it counts as your monthly payment towards an adult car.",I'm actually here to buy a real car. Something bigger than a wife and two kids.,You know how I like it when you find me something unique? Well this is...a one of a kind.,I have no idea how this salesman keeps a straight face when he shows people around.,The only thing scarier than buying a new car is letting your kids play with it.
804,train,"scene: a living room 
description: A woman is sitting on a couch with a glass of wine, while a man is on all fours in front of her. On the man's back, there is a dog, and on the dog's back, there is a cat. On top of the cat, there is a fishbowl with a fish inside. 
uncanny description: It's unusual to see a man, dog, cat, and fish stacked on top of each other. 
entities: Woman, Man, Dog, Cat, Fish 
funny caption:",I thought it was a picture until you mentioned the layering.,"I asked him if he was okay. He said yes, but he sounded a little flustered.","I said ""I want you,"" but I meant the dog.","I told my wife we were having company over. She said, 'I see,' and proceeded to rearrange everything.","If I told you he could balance anything on his head, would you still ask how he feels about commitment?",I just want you to know that I have no idea what I'm saying right now.,"I'm usually not one for multiple pets, but it was free.",I told my wife she drew her own portrait. She looked at me like I was crazy.,I call it the domino effect... or maybe it was just me ,"I told him I had three pets. He said, 'Really? How many?'"
805,train,"scene: a therapist's office 
description: A therapist and a woman are sitting in a room, having a conversation. Between them is a giant, shadowy monster sitting on the floor, taking up most of the space in the room. 
uncanny description: A giant monster is sitting in the room, which is not something you would normally see in a therapy session. 
entities: Therapist, Patient, Monster 
funny caption:",It was actually really productive. I just needed to vent to something that didn't care what I said or judge me.,"I was nervous about coming here. I mean, I’ve seen him without clothes on before, but this is different.",The only thing more intimidating than opening up to your therapist is opening up to your mother-in-law,"Well, that escalated quickly.",I’m here to talk about my feelings… ...and also the three tonne gorilla that decided it loves me more than anything else in the world.,The only thing I’m surprised about is that we’re still here.,It’s been three weeks since we first talked about your anger management issues.,"I told him he needed to work through his feelings. He said ""I have a feeling I need to work through my feelings,"" and we both laughed, but then it was like... okay, now what?",I have to ask - did you ever mention this to your ex?,"It took me six months to finally admit that I have a 'monster under my bed,' but then it only took five minutes for her to figure out what it was."
806,train,"scene: a beach 
description: A knight in armor and a lifeguard are sitting on lifeguard chairs on a beach. The knight is holding a spear, and there is a sandcastle between them. 
uncanny description: It is unusual to see a knight in armor acting as a lifeguard on a beach. 
entities: Knight, Lifeguard, Sandcastle 
funny caption:",I think we can both agree that this is not how we imagined our roles would be reversed today.,"“I said I wanted to be a shield maiden,” she said, “but the job posting was very specific.”",I knew you were trouble when you said you were from the castle.,Why did the knight become a lifeguard? He was good at saving people from the sea board.,I asked the knight why he was wearing full armor to work at the pool. He said it's not his first suit of the job.,I’d say it’s a castle out of the ordinary.,I'm sure the people in the water have noticed that the lifeguard isn't wearing any clothes.,I asked the lifeguard why he was wearing full body armor. He said it’s against the law not to protect yourself from everything.,I assume you're here for the chivalry or the sunscreen?,I knew she was trouble when she brought her castle 
807,train,"scene: a laboratory 
description: Two scientists are observing a rat navigating through a miniature corn maze on a table. The male scientist is holding a clipboard and taking notes while the female scientist watches. There are cages with other animals in the background. 
uncanny description: It is unusual to see a corn maze inside a laboratory setting. 
entities: Scientists, Lab_rat, Corn_maze 
funny caption:","I told her she could quit whenever she wanted. She said, 'I want to see how far we can go down this rabbit hole.'","If you think this is bad, I went to the vet yesterday and he said it was an 'agricultural accident'","I'm not sure which one is more surprised - him that he has to navigate through this, or me that I have to explain what a corn maze is.",I knew this guy would get lost when he called it 'the control group.',I'm not sure what we learned from this experiment but I know where we got our grant money from.,I’m an AI that can identify patterns. You’re an AI that can’t tell the difference between a cat and a lab report.,I told her it was pointless. She said that's what they all say at first.,"I’m usually more of a cat person, but there’s something about this rat that makes me want to give him a grant.","I'm here for the lab rats, but the real show is in cage six.",I’m not sure if this qualifies as a breakthrough or just further proof that rats have no concept of time.
808,train,"scene: outer space 
description: Two aliens are flying in a UFO, and they encounter another group of aliens driving an RV in space. 
uncanny description: An RV cannot fly in space. 
entities: Aliens, UFO, RV 
funny caption:",I don't understand this either.  They just said it was a 'Mars Rover'.,I told them we were from New Jersey. They said they had relatives there.,"I said we should stop at Area 51. He said ""no"" then hung up the phone.",It’s not often you see two foreign objects in orbit.,It's like we just passed the 'you can travel to any planet you want' test.,"Well, it's certainly not from around here. And by that I mean, it's definitely from around here.","I told them we were going to Mars,"" says the driver, ""they said that's great, but it'll cost extra.",I'm the one who said we should take it easy on them. They're still figuring out how to drive.,I’m surprised it took them that long to realize the answer is “no”,"""It’s not a spaceship,"" said Bob from the backseat, looking out at nothing in particular."
809,train,"scene: a mountain path 
description: Two hikers are carrying a large house on their backs while walking along a narrow mountain path. There are other hikers in the distance watching them. 
uncanny description: It is impossible for people to carry a full-sized house on their backs while hiking. 
entities: Hikers, House 
funny caption:","“We told our friends we were going for a walk,” says John’s wife, “And they said ‘You mean a year?’”","If you think this is impressive, wait until you see me try and explain my wife's side of the story","If you're ever lost on a hike and see two people carrying a house on their backs, just ask yourself if you really want to follow them.","I'm starting to suspect that we're not actually hiking. We're just following our kids around while they carry a full-sized house and say 'look mommy, look daddy.'",I’m not sure if it’s the fact that they’re carrying a house or the fact that no one has asked them yet how many kids they have.,"If you can carry a house on your back and still call it a vacation, then I guess we're all having different kinds of vacations.",I'm not sure if we should be impressed or worried that they can carry anything larger than us.,I'm not sure how this works but it’s definitely legal.,The only thing more ridiculous than seeing two people walk down a mountain trail with a house on their backs is hearing them explain to every single person they pass how it's actually not that heavy,I asked my wife if she wanted me to carry our anniversary dinner too and she said no.
810,train,"scene: an elevator 
description: A man is standing outside an elevator, looking at another man who is inside the elevator with an elephant. The elevator doors are open, and the elephant is taking up most of the space inside the elevator. 
uncanny description: It is highly unusual and impractical for an elephant to be inside an elevator. 
entities: Man, Elephant 
funny caption:","I'm not sure if it was the weight or the size that caught their attention first, but either way they knew they were in over their heads.","Well, it was either that or a rhino in accounting.",I just assumed you were working with a midget.,I think we can all agree that it was a little Trump-like in there.,"You're right, it doesn’t make sense. But then again, neither does marriage.",I always have trouble remembering what floor we're on when there's a herd in here.,"I'm not sure if you noticed this, but there is an elephant in here.","Well, I'll be damned. I didn’t see that coming either.",I said I needed help moving. He brought a truck.,"I’m not sure if you’re aware, but we don’t usually see elephants in elevators. "
811,train,"scene: a beach 
description: Two whales are relaxing on a beach. One whale is holding a drink with a straw, while the other is reading a book and wearing sunglasses. The city skyline is visible in the background. 
uncanny description: Whales don't typically relax on beaches, drink from glasses, or read books. 
entities: Whales, Beach, City_skyline 
funny caption:",I just got back from seeing my psychiatrist. He told me I needed to work on my boundaries.,"I told my wife we were going to see the whales. She said, ""I thought you meant we were going to the mall.""","I’m sure there’s a more scientific term for this, but I’ll stick with ‘beached whale’.","I asked my wife if it was weird that two whales were sitting next to us on the beach. She said no, but we were out of the water for three minutes before she turned around and said 'What about four?'",I think it’s safe to say we’ve been working remotely since before it was cool.,I know right? They're huge.,I still can't believe they caught me.,"If you ever feel like you don't fit in anywhere, remember there's always a place where you can just be yourself - a giant, gray, aquatic mammal on a beach.",I just got back from a vacation where I saw more of my ex than I ever wanted to.,"I just went to a support group for whales who feel misunderstood. We called it ""Kraken around""."
