contest_number,image,prompt,caption1,caption2,caption3,caption4,caption5,caption6,caption7,caption8,caption9,caption10
553,553.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a post-apocalyptic landscape 
description: Two people are sitting on rocks in the middle of a post-apocalyptic landscape. They appear to be having a casual conversation despite the destruction around them. 
uncanny description: It's unusual for people to have a casual conversation in the middle of a devastated, smoking wasteland. 
entities: People, Destruction 
Generate a funny caption for the image: [/INST]","iving the Apocalypse: 'So, uh, did you hear about the new season of Game of Thrones?'""","oring the fine print in their insurance policy amidst the aftermath.""","iving the apocalypse, one laugh at a time.""","iving the apocalypse - one awkward conversation at a time.""","you realize your 'weekend getaway' wasn't quite what you signed up for.""","iving the Apocalypse: It's all in how you frame it.""","ivors taking a break from the apocalypse to discuss their favorite dystopian novels."" - JoeDator (JoeDator)","r conversation must be going something like: 'So, how was your weekend? Oh yeah, my house got leveled by falling sky.'""","alypse, they say it's all over the place - turns out, it just needed a good tidy.""","overing the true meaning of 'casual dining' amidst the apocalypse."""
568,568.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a social gathering 
description: A woman is holding a glass and talking to two people who are tied up and standing in buckets. The scene appears to be at a social gathering. 
uncanny description: It is unusual for people to be tied up and standing in buckets at a social event. 
entities: People, Buckets, Rope 
Generate a funny caption for the image: [/INST]","your best friend says they're 'feeling clawed over,' and you take it literally.""","your party game gets a little too competitive.""","you realize your host's party games are more intense than expected.""","heard at a party where they're serving 'tied and dipped' hors d'oeuvres.""","your party game goes from 'pin the tail on the donkey' to 'hang the CEO by the pool!'""","you're trying to make a statement at a party, but your 'ice breakers' go a bit too far.""","heard at the party: 'Oh boy, looks like someone's got their hands full!'""","s like the party got a little out of hand... literally!""","your party gets a bit out of hand...""","you realize the party's theme was 'buckets' and not 'bucket hats'"""
575,575.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a grassy field 
description: Two ancient warriors on horseback are leading a procession of modern businessmen carrying briefcases through a grassy landscape. 
uncanny description: It is unusual to see ancient warriors leading a group of modern businessmen. 
entities: Ancient_warriors, Businessmen 
Generate a funny caption for the image: [/INST]","your 'team building' event takes a historical detour.""","the board meeting goes off-road: 'Ancient warriors, our new consultants.'""","your team-building exercise goes back in time.""","your board meeting turns into a reenactment of a Viking invasion.""","the board meeting goes into overtime.""","your company merges with an ancient civilization's legacy.""","the board meeting goes medieval!""","your company's vision statement reads like an old mythological prophecy.""","your team finally wins the interoffice softball tournament and you have to parade around like ancient gladiators.""","your team's strategy meeting takes a historical detour."""
576,576.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a park or garden 
description: A woman is standing in front of a tree. Hanging from one of the branches is a cocoon with a human face emerging from it. 
uncanny description: Cocoons do not have human faces emerging from them. 
entities: Woman, Tree, Cocoon 
Generate a funny caption for the image: [/INST]","tree must have been a fan of avant-garde art, because look at the face it's growing!""","you finally realize your 'metamorphosis' isn't just a phase.""","your usual hangout spot gets a little more... personal.""","your summer job at the butterfly farm gets unexpectedly... dramatic.""","your self-improvement plan takes on a very literal meaning.""","you realize your life's been caterpillar-ized.""","ht off guard by nature's latest lineup at the local theater.""","life gives you chrysalis-facial expressions, maybe you're just meant to be a caterpillar's best friend.""","you're trying to blend into nature but your alter ego keeps popping out like this.""","even the trees start trying to impress you."""
578,578.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a restaurant 
description: A couple is having a quiet dinner at a restaurant. Suddenly, a waiter rushes in with a pizza, followed by a crowd of paparazzi taking photos. 
uncanny description: It's unusual for paparazzi to follow a waiter into a restaurant. 
entities: Couple, Waiter, Paparazzi 
Generate a funny caption for the image: [/INST]","your local pizzeria gets mistaken for a celebrity hotspot.""","the 'private dining experience' takes a wild turn.""","you order a simple Margherita pizza and it turns out to be the next blockbuster.""","you ask for 'The Works' on your pizza, this isn't exactly what you had in mind.""","your server becomes a superhero delivering the world's most unexpected pie.""","surprise celebrity sighting at the intimate Italian bistro.""","your first date goes from romantic to Hollywood blockbuster overnight.""","your anniversary surprise turns out to be a viral social media moment instead of just a simple romantic dinner.""","you realize the 'quiet dinner' came with its own entour.""","you accidentally order the world's most famous pizza."""
579,579.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a living room 
description: Two people are sitting on separate couches, facing each other. Between them, a cat is lounging on a throne, wearing a crown and a royal robe. 
uncanny description: It is unusual for a cat to be treated like royalty and sit on a throne with a crown. 
entities: Cat, Throne 
Generate a funny caption for the image: [/INST]","your feline friend takes the throne and demands your loyalty.""","you're the only one who understands why the cat reigns supreme.""","your feline overlord demands attention while you're trying to have a serious conversation.""","the feline overlord demands its subjects' attention.""","your feline ruler wants to know who brought the hairballs.""","your feline friend demands a regal makeover before nap time.""","ne Majesty Presents: 'Kitty's Royal Reign over Domestic Duties'""","your human's attempt at humor backfires, and you become the reigning feline monarch.""","Majesty demands his favorite toy, now!""","your feline ruler demands a coronation tea party."""
590,590.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a prehistoric cave 
description: A dinosaur is drawing cave paintings on the wall while two cavemen watch from the entrance of the cave. 
uncanny description: Dinosaurs and humans did not coexist, and dinosaurs did not create cave paintings. 
entities: Dinosaur, Cavemen, Cave_paintings 
Generate a funny caption for the image: [/INST]","the art class gets a little... prehistorically mixed!""","your roommate forgot to pay rent, so you draw a 'prehistoric' lease agreement.""","your roommate accidentally signs you up for art class at the museum of natural history.""","your Instagram feed is full of cave painting tutorials and all your friends are into it except you.""","your roommate insists they're 'the next Picasso,' but really just likes scribbling on walls.""","your art class goes extinct.""","the prehistoric art class gets way too real.""","your art class assignment is 'prehistoric abstract expressionism' and you realize you forgot the charcoal.""","arly example of a 'blockbuster' movie premiere - where even the ancient audience needed popcorn!""","you ask your 'caveman' friends to help you with homework, but they're more interested in their club collections."""
600,600.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a spaceship 
description: Three aliens are standing in a spaceship, looking at a dog that is sitting in the middle of the room. The spaceship has large windows showing outer space. 
uncanny description: Aliens and dogs don't usually interact in a spaceship. 
entities: Aliens, Dog 
Generate a funny caption for the image: [/INST]","your intergalactic journey gets a little 'ruff'""","rgalactic Interspecies Friendship Day: When even extraterrestrial beings need their puppy fix.""","you accidentally bring your pets on intergalactic adventures.""","your alien friends drop by for a playdate and you realize they're more interested in your dog than you.""","the intergalactic pup becomes the center of extraterrestrial attention.""","ppears we have a new co-pilot for our intergalactic adventures - 'Cosmic Canine: The Ultimate Space Explorer!'""","your intergalactic pet sitter forgets their universal translator manual.""","your intergalactic tour guide turns out to have a pet human.""","your favorite sci-fi movie cameo just showed up on your doorstep.""","ns try to figure out why their new intergalactic friend insists on fetching space rocks."""
603,603.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a mountain ledge 
description: A hiker has climbed up a mountain and is looking at a wise man sitting on a ledge. In the background, there are people sitting at tables as if they are in a restaurant. 
uncanny description: It's unusual to see a restaurant setup on a mountain ledge. 
entities: Hiker, Wise_man, Diners 
Generate a funny caption for the image: [/INST]","peak of gastronomy meets the pinnacle of adventure.""","you finally reach your destination and find out it's just a coffee shop with great views.""","your trail mix gives you such profound insights, it feels like reaching the peak of enlightenment.""","your adventure takes a surprising turn—from trail mix to table service!""","you finally find enlightenment, but your phone dies just as you sit down to order.""","the trail mix runs out, it's time for a summit upgrade!""","hiker discovers that even in the wilderness, good coffee is its own peak.""","you realize that your 'backpacking trip' was a misnomer.""","your GPS leads you straight to Yogi Bear's Jellystone Retreat.""","your GPS leads you to a fine dining establishment in the middle of nowhere."""
604,604.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a cave 
description: A caveman is painting a picture of a mammoth on the wall of a cave. A real mammoth is standing nearby, watching him. 
uncanny description: The mammoth seems to be observing the caveman's artwork as if it understands. 
entities: Caveman, Mammoth, Cave_painting 
Generate a funny caption for the image: [/INST]","the masterpiece becomes the model.""","your art inspires even prehistoric animals to take notes!""","your muse shows up while you're still brainstorming.""","your muse is your own extinct species.""","your muse insists on being part of the masterpiece.""","your subject matter is so impressed by its own portrait.""","art imitates life to such a degree, even animals start to wonder about their existence.""","you realize your Instagram post doesn't quite capture the essence of your subject.""","even prehistoric wildlife has better art skills than your high school diploma.""","your art inspires even the most ancient creatures."""
615,615.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a dock 
description: Two men are sitting on a dock, fishing. One of them has caught a chandelier with his fishing rod. 
uncanny description: It is highly unusual to catch a chandelier while fishing. 
entities: Fishermen, Chandelier 
Generate a funny caption for the image: [/INST]","the 'Big Catch' turns out to be more than one could handle.""","you accidentally reel in the lighting fixtures from the yacht club.""","your catch of the day is more light than fish.""","you're a fisherman who's just really into interior design.""","you're waiting for a big catch—but end up with a room full of sparkle!""","your average day of catching light fixtures at the pier.""","your 'catch of the day' comes straight from the ballroom.""","you're trying to 'dive' for a fish but accidentally pull up your own living room.""","you thought catching 'the big one' was a fish pun, but little did you know it was just your lucky day!""","your fishin' skills light up the night!"""
617,617.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: hell 
description: A group of people are standing in front of a television that is showing flames. A devil-like figure with a trident is standing nearby, overseeing the scene. 
uncanny description: People in hell are watching a TV showing flames, which is an unusual form of punishment. 
entities: People, Devil, Television 
Generate a funny caption for the image: [/INST]","your boss tells you 'we need more passion'""","ell's Waiting Room, they've finally figured out how to make eternal torment even more tedious.""","your boss sends you to 'Hell Training' and all they show on the big screen is outdated workplace drama.""","you realize your cable package doesn't include a 'fire channel.'""","your favorite show gets canceled... In Hell.""","even the fires of hell need some background noise!""","even in Hell they've got to keep the ratings up!"" -Devil","ht up on the latest news from down under.""","your cable package only includes reruns of Dante's Inferno.""","s like they're really getting roasted!"""
621,621.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: an office or dressing room 
description: A man in a suit of armor is standing in front of a full-length mirror. A man in a business suit is standing next to him, smiling. 
uncanny description: It is unusual to see someone in a full suit of armor in a modern setting, especially with a businessman. 
entities: Knight, Businessman 
Generate a funny caption for the image: [/INST]","you're late for a board meeting, but your medieval schedule overlaps.""","your LinkedIn profile doesn't quite match reality.""","'business casual' gets a little too literal.""","your boss asks you to 'suit up' for a meeting.""","your job requires medieval attire.""","your meeting runs long enough for a costume change.""","your coworker shows up dressed like a medieval knight for casual Friday.""","your workplace goes medieval on dress day.""","your boss's medieval hobby becomes mandatory team building.""","your boss unexpectedly invites you to a medieval themed corporate retreat."""
632,632.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: an interrogation room 
description: Two detectives are in an interrogation room. One is sitting at a desk with a microphone, and the other is standing with their hands on their hips. Behind them is a lineup of Russian nesting dolls of various sizes. 
uncanny description: It is unusual to see Russian nesting dolls in a police lineup. 
entities: Detectives, Matryoshka_dolls 
Generate a funny caption for the image: [/INST]","your witness starts talking like a stack of babushkas.""","the suspect's alibi involves a doll-sized heist.""","your suspect's alibi involves a very convincing set of Russian stacking dolls.""","life gives you lemons, your boss asks why there's a family of Russian nesting dolls in the evidence locker.""","s like someone's been playing hide-and-seek with these dolls instead of being involved in any actual crimes.""","not every day we have a 'stacked case' like this!"" - Det. McNamely","the prime suspect is a stack of secrets, it's time to unravel the matryoshka mystery!""","your suspect has an unexpected family resemblance.""","you're trying to pin down the real culprit, but your suspect is just too small to ignore.""","s like the suspect dolly just cracked under pressure!"""
633,633.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a playground 
description: Adults and children are playing on slides in a playground. The adults seem to be enjoying the slides just as much as the children. 
uncanny description: It is unusual to see adults playing on slides meant for children. 
entities: Adults, Children, Slides 
Generate a funny caption for the image: [/INST]","r inner child came out swinging—literally!""","work-life balance goes out the window...""","never too late to find your inner child—and slip back into being one!""","your boss says 'team building' means 'slide tag'.""","ts taking 'playtime' very literally.""","you're feeling young at heart, even work attire can't stop your inner child from sliding into freedom.""","' Night Out at the Park: Where Grownups Get Their Swing On!""","the 'adult' section at the park runs out of swings.""","t supervision at its finest: When grown-ups join the fun, slide safety guidelines go out the window!""","work stress turns into a slippery slide adventure!"""
634,634.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a pyramid site 
description: Two tourists are standing at the base of a pyramid, looking at a map. At the top of the pyramid, there is a vendor with an umbrella and a cart. 
uncanny description: It's unusual to see a vendor at the top of a pyramid. 
entities: Tourists, Vendor, Pyramid 
Generate a funny caption for the image: [/INST]","you realize your guidebook didn't mention how steep the 'base' of the pyramid was.""","you realize your guidebook forgot to mention the top of the pyramid turns into a flea market.""","you realize your guidebook was wrong about the 'tourist only' sign.""","a hot day on the sandy slopes of Egypt, so who better to serve refreshments than the queen of the Nile herself?""","your tour guide says 'take this path,' but they forgot to mention it leads straight to the snack stand.""","you realize your guidebook didn't mention 'pyramid snack stand'""","your guidebook told you 'take the high road,' they weren't kidding.""","ist Trivia: Did you know that ancient Egyptians used to sell cold drinks on the summit of the pyramids? Just like this modern vendor under his umbrella!""","you realize the real treasure isn't the history, it's finding the best souvenir vendor on top of every ancient landmark.""","your travel guide didn't mention the 'pyramid peak-a-boo' experience."""
640,640.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: an open space 
description: A mouse is riding a cat like a horse, using reins and a saddle. The cat is wearing sunglasses. Two other mice are watching this scene. 
uncanny description: Mice don't ride cats, and cats don't wear sunglasses. 
entities: Mouse, Cat, Sunglasses 
Generate a funny caption for the image: [/INST]","your best friend insists on taking the scenic route through 'the cat's wild west.'""","your best friend insists on being your 'horse' even though they're half your size.""","you realize your pet's secret life involves a lot of equestrian adventures.""","your pet gives you a taste of your own medicine.""","w trend in pet therapy: Equine-assisted rodent counseling.""","your best friend is feeling down, you hop on their back and take them for a wild, sunny ride!""","your best friend decides they're the new 'Cat Wrangler' and it's time to put on your cowboy hat.""","your best friend wants to take you on a wild ride through the meadow.""","your bestie insists on being a 'cool kitty' even in the middle of nowhere.""","your best friend decides to take a detour through 'Crazytown'."""
643,643.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a concert hall 
description: A man in a tuxedo is sitting at a grand piano, wearing boxing gloves. He looks surprised or confused. 
uncanny description: It is unusual and impractical to play the piano while wearing boxing gloves. 
entities: Pianist, Boxing_gloves 
Generate a funny caption for the image: [/INST]","you realize your agent booked you for a 'fighting pianist' gig instead of a recital.""","your performance ends, and the only encore request is 'Rocky'.""","your conductor calls you out mid-performance for a spur-of-the-moment improvisation.""","the conductor's baton isn't intimidating enough!""","your agent tells you the gig requires both classical music and a 'rugged' persona.""","your agent tells you to 'bring the drama' to the performance.""","your left hand feels like it's been hit by a right hook.""","your concerto gets interrupted by a last-minute fight request.""","you realize you're playing Mozart with gloves on.""","your musical notes hit harder than your opponent's punches."""
649,649.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a living room 
description: Two women are sitting on a couch in a living room, having a conversation. There is a railroad track running through the middle of the room. 
uncanny description: It is highly unusual and dangerous to have a railroad track running through a living room. 
entities: Railroad_track, Two_women 
Generate a funny caption for the image: [/INST]","your neighbor's dog keeps digging its way into your backyard.""","your train of thought literally derails into your living room.""","r dinner parties always start on time.""","you realize your neighbor's cat just used your coffee table as a scratching post.""","your train of thought derails into a heated discussion with a friend over coffee.""","your friend's obsession with trains leads to the most awkward living room setup ever.""","your friends come over, but their sense of adventure is on another level.""","the only way to impress your guests is to install a live railway.""","your apartment lease specifically states 'no train tracks'... but they meant metaphorically.""","did the two friends decide to have their coffee date over tracks? Because they wanted to discuss how they 'fell off' their careers!"""
652,652.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a deserted island 
description: Two people are sitting on a small deserted island with a palm tree. They are looking at a floating island made of desserts, including cupcakes, cake, and candy canes. 
uncanny description: A floating island made of desserts is not something you would see in real life. 
entities: Stranded_people, Dessert_island 
Generate a funny caption for the image: [/INST]","one sweet shipwreck!""","your only hope for survival is a sugar rush from a dessert archipelago.""","your 'castaway' adventure turns out to have quite the sweet tooth.""","found paradise... but now they're worried about the calorie count!""","you're stranded, it's important to make the best out of the situation—even if it means surviving on a diet of sweet dreams.""","stranded on a deserted island, it's always nice to have your own personal bakery!""","s like we're stuck on this rock until our sugar crash!""","thought they'd found paradise, until they realized it was just a dietary nightmare!""","you're stranded, the sweetness of survival tastes even better.""","s like they're finally getting their just desserts!"""
