contest_number,info,prompt,caption1,caption2,caption3,caption4,caption5,caption6,caption7,caption8,caption9,caption10
699,test,"scene: a therapist's office 
description: A therapist is sitting in a chair taking notes while three patients lie on stacked couches, one on top of the other. 
uncanny description: It is unusual and impractical to have three patients lying on stacked couches during a therapy session. 
entities: Therapist, Patients, Stacked_couches 
funny caption:",When you thought your therapy session was going to be a one-on-one but ended up being a group session with stacks of humans.,When you can't afford individual chairs.,Therapy with a twist,When you realized that your therapist doesn't actually care about what happens to you.,Stacked up couch therapy - when you can't afford individual sessions.,When you realize you forgot your appointment and have no choice but to attend group therapy,I'm just here for my weekly stacked couch therapy.,Stacked like sardines! It's like a game of Russian Roulette with emotions.,When you know your patients are coming from a long line but still want them all to get their turn.,"Stacked couches, unstacked problems"
710,test,"scene: an outdoor setting 
description: Two people are observing a bird's nest with binoculars. In the nest, there is a bird wearing a hat and playing a guitar with a microphone in front of it. 
uncanny description: Birds don't wear hats or play guitars. 
entities: Birdwatchers, Musical_bird 
funny caption:",What do you get when you mix avian talent with human curiosity?,"Wow, this bird is quite the rockstar!",Birds can be quite the rockstars too!,The coolest thing I've ever seen in my life.,Birdwatchers discover a musical prodigy,It seems like someone forgot to tell the birds that they can't sing pop.,Look who decided to take their bird-watching game to the next level,It turns out that birds can be pretty cool too.,When you can't go to the concert so you bring it to nature,Looks like someone took the concept of 'wildlife' to another level.
713,test,"scene: an auto repair shop 
description: A mechanic is talking to a clown while several clowns are packed tightly inside the car's engine compartment. The car is in a garage with another car on a lift in the background. 
uncanny description: Clowns should not be inside the engine compartment of a car. 
entities: Clowns, Mechanic, Car 
funny caption:","I never thought I'd see clowns in a place like this, but it looks like someone had a bit of a 'joke' in their head.",We take laughter seriously here,Looks like they took the phrase 'under the hood' literally,When you think you've seen it all but then you find out there's clowns inside the engine compartment of your car.,"When you said you needed your oil changed, I didn't expect to find a clown circus inside your engine.",Look who made it through the engine block unscathed!,"When you ask a clown to fix your car and they say ""no problem""","A mechanic once told me that clowns shouldn't be put in the engine compartment, but he didn't say anything about them being stuffed like sardines.",I guess this is what happens when you let clowns run the show.,Clown cars are always ready for a road trip!
724,test,"scene: a bookstore 
description: People are lined up to meet an author at a book signing event. One of the individuals in line is a large, spiky dinosaur holding a book. 
uncanny description: Dinosaurs are extinct and wouldn't be attending a book signing event. 
entities: Dinosaur, Author, Book_signing 
funny caption:",Meet the prehistoric fan of fiction! The T-Rex couldn't wait for his favorite author to sign this latest bestseller.,I guess you could say this is a dino-mite book signing!,Dino-sore that you couldn't make it?,It looks like someone has a few questions for the author about evolution.,Meeting my favorite extinct creature and getting my book signed by its creator at the same time! #bookworm,It turns out that even extinct creatures can appreciate good literature,I guess you could say I'm a dino-lit fan!,Just met my favorite author...he signed my book with a T-Rex-like pen.,"Attention all fans! The one and only T-Rex will be signing copies of his latest novel, 'A Day in the Life of a Prehistoric Creature.' Don't miss out on this rare opportunity!",It looks like we have a new fan for our book!
731,test,"scene: a therapy room 
description: A person is sitting in a chair taking notes while another person is digging a hole in the floor with a shovel. The room has a bed and a window with plants on the sill. 
uncanny description: It is unusual for someone to dig a hole in the floor during a therapy session. 
entities: Therapist, Patient, Shovel 
funny caption:",I never thought I'd find love digging holes,"Well, I never saw that coming.",I thought we were going to bury our problems but it turned out I was just being literal.,Digging deep into your issues - literally,I told my therapist I wanted to dig up some old memories and she handed me a shovel.,Excavating my inner demons one dirt clod at a time.,When you think therapy but your therapist is a construction worker.,The therapist really knows how to get you digging deep.,"Digging deep into your feelings, one scoop at a time.",Digging up your past one scoop at a time.
744,test,"scene: a plain background 
description: Two dogs are facing each other, both wearing cone collars. One dog has the cone around its neck, while the other dog has the cone around its midsection. 
uncanny description: It is unusual for a dog to wear a cone collar around its midsection instead of its neck. 
entities: Dogs, Cones 
funny caption:",The only time I've ever seen a dog with a belly button ring,They're the unconventional canine couple!,Look at these two dogs trying to figure out who's more foolish - the one with the cone on its head or the one with it on its butt.,It's like two cones met at a bar and fell in love,"Wow, you really went above and beyond to make sure your dog can't get into anything.",I thought it was just my cat who had two heads... turns out it's these two dogs!,When you're too lazy to put on your own cone and need your buddy to do it for you.,"When you said 'I'm getting a new look,' I didn't expect it to involve two cones.",When your best friend steals your favorite toy and you have to wear a cone.,When you're too short to reach your own ears but refuse to let anyone else do it.
747,test,"scene: backyard 
description: Two people are sitting outside on chairs, looking up at a man who is hanging upside down from a fence. 
uncanny description: It is unusual for someone to be hanging upside down from a fence in a backyard. 
entities: People, Fence 
funny caption:",When you forget your flippers at home,"It's a bird, it's a plane...it's a human dangling from a fence",When you thought the neighbor's dog was going to get caught in the fence but it ended up being you.,When you're too lazy to get off the couch and go inside.,Looks like our neighbor finally got his hands on some high-quality exercise equipment.,Looks like we have an acrobat in our midst!,"Wow, I've never seen anyone do that before! But I guess it's better than doing nothing at all.",I guess they were feeling low.,Looks like our neighbor finally found the secret to eternal youth,We just found out the best way to enjoy nature.
751,test,"scene: a city street 
description: People are walking around a city, each enclosed in their own transparent bubble. Even a dog is in its own bubble. 
uncanny description: People and animals don't walk around in individual bubbles. 
entities: People, Bubbles, Dog 
funny caption:",I guess the only thing we can't share anymore is air.,Bubble social distancing,What happened when everyone got COVID-19? They all got bubble-COVID.,I guess this is what they call 'social distancing'.,Socially distanced from reality,I guess this is how the world would be if we all had our own personal space bubble,I guess you could say it's a 'bubble-city',"Honest to God, it was just like that episode of Friends where they all have those special suits.",I guess you could say we were all living in our own personal bubble,I guess you could say we're all living in our own little world.
752,test,"scene: a street or sidewalk 
description: Two people are walking while surrounded by anthropomorphic books. The books have faces and limbs, and they appear to be interacting with the people. 
uncanny description: Books don't have faces and limbs, and they don't interact with people like this. 
entities: People, Books 
funny caption:",I guess you could say we live in a book-lined world.,Two bookworms trying to figure out if their favorite author is an introvert or extrovert,I thought I was reading a book until it started talking to me.,I thought I was in a world of fiction until these books started talking.,I guess it's no wonder these guys always know what to read.,I wonder what kind of book you would get if you walked down the street.,It was just another day at the library!,It was a page turner!,I didn't realize books were so social until I saw these guys on my way to work.,I guess these books just wanted to read on the go.
758,test,"scene: a city sidewalk 
description: People are walking down a sidewalk in front of a building. One person is sitting at a desk on the sidewalk, conducting business as if they were in an office. A person in a bathrobe is standing in the doorway of the building, observing the scene. 
uncanny description: It is unusual to see someone conducting business at a desk on a sidewalk. 
entities: Pedestrians, Desk, Person_in_bathrobe 
funny caption:",When you have your own personal workspace anywhere.,When you realize you've been working from home for so long that an outdoor desk becomes your new normal.,From cubicle to curb: The ultimate office upgrade.,Office on the Sidewalk,"When you can't afford an office, but still need a place to work.","When you can't afford an office, you bring it to the street.",Looks like someone found their new home!,When you're too lazy to go inside your own home and set up a workspace.,This guy really knows how to close deals from the street!,Looks like someone decided to work from home... but on the street
761,test,"scene: a park or outdoor area 
description: The Grim Reaper is holding a tray of muffins and offering them to a man, while a woman stands nearby watching. 
uncanny description: The Grim Reaper is not typically known for offering baked goods. 
entities: Grim_Reaper, Man, Woman, Muffins 
funny caption:",Death by chocolate chip cookie?,Looks like someone's death wish came with an extra treat!,Looks like the Grim Reaper finally found his calling as a baker.,When the Grim Reaper becomes your personal chef,"When you said 'death by dessert,' I didn't expect it to be so delicious!","When you thought the Grim Reaper only took souls, but he's just trying to fatten up his own.",When the Grim Reaper shows up with a batch of homemade muffins,Looks like someone's finally found the one thing they can't resist.,Looks like the Grim Reaper has taken up baking. Guess he's trying to make amends for all those souls he's collected.,"When you thought the Grim Reaper was all doom and gloom, but he surprised you with a batch of delicious muffins!"
