contest_number,info,prompt,caption1,caption2,caption3,caption4,caption5,caption6,caption7,caption8,caption9,caption10
677,test,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a kitchen 
 description: A man is sleepwalking towards a refrigerator in a kitchen. A cat is sitting on the counter, and its eyes are shining bright beams of light. 
 uncanny description: Cats' eyes do not emit beams of light like flashlights. 
 entities: Sleepwalker, Cat <> 
 funny caption: [/INST]","""The only thing more surprising than a sleepwalking man is a cat with a flashlight."" (This caption plays off the unexpected element of the cat's shining eyes, which are not typical of cats.)",When your cat becomes your personal night light.,"""Caught napping at the switch: The sleepwalker's feline guide leads him straight to the fridge."" This caption plays off the idea of the cat leading the sleepwalker to the fridge, despite not having any sort of ability to give directions or navigate. Additionally, the phrase ""caught napping at the switch"" suggests that the sleepwalker is doing something he shouldn't be doing, which adds to the humor.",When your cat becomes your night light.,"It seems that this cat has discovered the secret ingredient to making breakfast - it's called 'sleepwalk.' And with its piercing gaze, it knows exactly when to strike.",It seems this cat has been studying electrical engineering and is now using its powers to guide the sleepwalker towards the fridge.,"""Looks like this sleepwalker is in deep catnip!"" - This caption plays off the idea that cats are attracted to certain smells or substances, and it also implies that the sleepwalker might be under the influence of something similar.",Sleepwalking into danger... or just reaching for a late-night snack.,"""Looks like the cat's got more brains than the sleepwalker."" (Explanation: This caption plays off the idea that cats have sharp instincts and are often quicker on their feet than humans, even when they're asleep.)","""Looks like the cat is trying to wake up the sleepwalker with its own personal spotlight show!"" This caption plays off the idea that cats' eyes don't actually shine like flashlights, but in this case it seems like they are. It also suggests that the sleepwalker is so entranced by the cat's eyes that he doesn't even realize he's walking towards a refrigerator."
682,test,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a tree-lined street 
 description: Two autumn leaves with faces are hanging from a tree branch, looking down at the ground covered with fallen leaves. One leaf looks surprised while the other looks sad. 
 uncanny description: Leaves don't have faces or emotions. 
 entities: Leaves, Tree, Street <> 
 funny caption: [/INST]",The trees on this street are really falling apart.,It was a beautiful fall day until the trees started getting emotional.,Why did the leaves break up? They realized they were just falling apart.,"Autumn leaves take a stroll down the street, one looking surprised and the other feeling blue.",Autumn leaves - always ready to hit the streets and put on a show.,When fall foliage takes a turn for the melancholic.,It's no wonder they were feeling so down - the competition on this street was pretty fall-en.,"It's always a bummer when the trees start shedding their leaves, especially when they look so shocked by it.","""Autumn leaves may not have feelings, but they sure know how to put on a show!"" This caption plays off the idea that despite being inanimate, the leaves are able to convey surprise and sadness through their expressions. Additionally, it suggests that even though leaves do not have emotions like humans, they can still entertain us with their appearance.",Autumn leaves go through quite the emotional rollercoaster when they fall off a tree.
684,test,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a meeting room 
 description: A man in a suit is standing at the head of a table in a meeting room. Seated around the table are various monsters and aliens, each with unique and bizarre features. 
 uncanny description: It is unusual to see a human conducting a meeting with monsters and aliens. 
 entities: Human, Monsters, Aliens <> 
 funny caption: [/INST]","When your boss asks you to lead a meeting with extraterrestrial beings, you know it's going to be out of this world!","When your boss asks you to lead a meeting with extraterrestrial beings, you know it's going to be out of this world!",The only thing more unconventional than this meeting was when the boss brought in a talking plant to give a presentation.,Just another day in the office when your boss asks for your input on intergalactic relations.,"When your boss asks you to lead a meeting with extraterrestrial beings, you know it's going to be out of this world!","When your boss says 'dress code is casual Friday', but you're still expected to conduct meetings with extraterrestrial creatures.",When your boss asks you to bring in new clients and you deliver a room full of extraterrestrial beings.,"""It's a monster business meeting after all."" This caption plays on the idea that the humans and monsters/aliens are all involved in some kind of business deal. The use of the word ""business"" adds an unexpected element to the situation, making it more humorous.","It's like something out of a sci-fi movie, only this guy seems to have forgotten the 'fun'",When your boss asks you to bring in a diverse group of clients.
690,test,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: an elevator lobby 
 description: An astronaut is standing inside an elevator, and a doorman is looking at him with surprise as the elevator doors open. 
 uncanny description: It is unusual to see an astronaut in full gear inside an elevator. 
 entities: Astronaut, Doorman <> 
 funny caption: [/INST]",Why did the astronaut take the elevator? To reach for the stars...and also avoid awkward space elevators.,"""Why did the astronaut take the elevator? To reach for the stars...in style!"" This caption plays on the double meaning of the phrase ""reach for the stars,"" which could refer both to the astronaut's mission in space and their desire to look cool in the elevator. The use of wordplay adds humor to the caption while also acknowledging the unexpected nature of the situation.","1. ""Well, I never expected to meet a space cowboy in this elevator."" - This caption plays off the stereotype of astronauts being stoic and serious while adding a touch of humor by comparing the astronaut's outfit to a cowboy's. The use of ""space"" instead of ""elevator"" also adds to the confusion and unexpectedness of the situation.","""It's not every day you see a space hero taking a break from the final frontier to ride the elevator down to earth."" This caption plays on the contrast between the astronaut's out-of-this-world appearance and his mundane activity of riding an elevator. The use of the phrase ""final frontier"" adds an element of humor by referencing the cliche of space being the ultimate goal for exploration, while also implying that the astronaut has achieved this feat. Additionally, the phrase ""space hero"" adds a touch of sarcasm, as the astronaut is likely just doing their job rather than being a true hero.",Looks like someone left their spacesuit in the wrong place.,Why did the astronaut refuse to take the stairs? Because he's afraid of gravity!,"""What did the doorman say when he saw the astronaut in the elevator? 'You're out of this world!'"" This caption plays off the double meaning of the phrase ""out of this world,"" which could refer both to the astronaut being from outer space and to the doorman being surprised by his presence. The unexpected combination of an astronaut in an elevator and a doorman looking on creates a humorous situation that invites the reader to imagine the conversation between them.",When your boss forgets it's Friday.,"""What's an astronaut doing on Earth? Taking a trip down to the surface!"" This caption plays off the fact that astronauts are typically seen in outer space, so seeing one in an elevator is unexpected. The wording also suggests that the astronaut is taking a break from their mission and enjoying a more casual experience.",It seems this astronaut forgot his keycard - he's just using his trusty jetpack as a makeshift elevator pass.
694,test,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: outside a house in winter 
 description: A person is shoveling snow while another person stands behind them playing a guitar. They are both dressed warmly for winter. 
 uncanny description: It is unusual for someone to play a guitar while another person shovels snow. 
 entities: Snow_shoveler, Guitarist <> 
 funny caption: [/INST]",Snowplow serenades the neighbors,It looks like these two are having a blast at their own personal music festival.,"When you said 'snow day', I didn't expect a rock concert.",Winter's got us all digging deep - even our music!,"""It's a chilly tune, but the beat goes on."" (Explanation: The caption plays off the idea that it's cold outside and the guitarist is still able to make music despite the weather. The phrase ""the beat goes on"" suggests that even in difficult circumstances, life continues.)",Snowflakes have never sounded so sweet.,"""Snow-struck musician tries to find his rhythm by accompanying the shovel."" This caption plays off the idea that the guitarist is trying to synchronize their music with the movement of the shovel, creating a comical contrast between two activities that don't typically go hand in hand. Additionally, it highlights the absurdity of attempting to play guitar while shoveling snow, which could be seen as a futile effort to bring warmth and music into the cold, snowy landscape.","""When your neighbor's snow shovel breaks down and they have to resort to strumming their guitar instead."" This caption plays off the idea of the guitarist being an unexpected substitute for a snow shovel, and it also suggests a sense of humor and lightheartedness in the situation. The use of the word ""resort"" implies that the guitarist is not necessarily the most effective at removing snow, but they are willing to give it a try regardless. Overall, this caption fits well with the whimsical tone of the original cartoon and is sure to bring a smile to anyone who reads it.","""It's just a simple case of 'Winter Blues', but at least they have great taste in music!"" This caption plays on the idea of feeling down in the dumps during the cold months, but also highlights the fact that even in such circumstances, people still enjoy their favorite activities, like playing guitar. The wordplay on ""simple case"" adds a touch of humor to the situation.","The duo may have different priorities, but their love of music knows no bounds - even when it comes to clearing the driveway."
699,test,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a therapist's office 
 description: A therapist is sitting in a chair taking notes while three patients lie on stacked couches, one on top of the other. 
 uncanny description: It is unusual and impractical to have three patients lying on stacked couches during a therapy session. 
 entities: Therapist, Patients, Stacked_couches <> 
 funny caption: [/INST]","""It was a couch-tastic session at the therapist's office!"" - This caption plays off the idea of the stacked couches being ""couch-tastic,"" which sounds like a made-up word that could mean something like ""extraordinary"" or ""amazing."" By using this word, we create a sense of humor by subverting our expectations about the practicality of having so many patients lying on couches together.",It looks like this therapist is trying to treat her patients in layers.,"It's like they're trying to hide their feelings, but really, it's just uncomfortable.","""It must have been a tough day when the couch decided it was tired of therapy sessions."" - This caption plays off the idea that the stacked couches look uncomfortable and impractical, making it seem like they are struggling to cope with their therapy sessions. It also implies that the therapist might be feeling overwhelmed by having so many patients at once.",It's no wonder these patients feel like they're going through therapy layer by layer.,Why did the therapist choose a couch for therapy? Because she heard it was great for stacking clients!,"1) ""When your patients pile up like cordwood.""",It's amazing how much progress we make when our patients stack up like logs.,Therapy session turned into a trampoline dodgeball game.,When your therapist starts charging by the couch.
710,test,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: an outdoor setting 
 description: Two people are observing a bird's nest with binoculars. In the nest, there is a bird wearing a hat and playing a guitar with a microphone in front of it. 
 uncanny description: Birds don't wear hats or play guitars. 
 entities: Birdwatchers, Musical_bird <> 
 funny caption: [/INST]",What do you call a rockstar bird? A musical bird!,It turns out birds have quite the talent for rock 'n' roll!,It looks like this bird knows how to rock out! But where did he find his guitar? Did he just start pluckin' away at those twigs?,"Looks like this musical bird has taken its love of music to new heights...or rather, branches.","""It looks like this musical bird has a hit single on its hands... from its own nest!"" This caption plays off the idea that birds don't typically engage in human activities like wearing hats and playing guitars, making it seem surprising and comical when they do so. Additionally, the phrase ""a hit single"" adds a humorous reference to the world of music, further emphasizing the absurdity of the situation.",It seems this bird has quite the talent for rock n roll - let's see if they can hit those high notes with their beak!,"""Looks like this bird knows how to rock out in its own nest!"" - This caption plays on the idea that birds typically do not wear hats or play guitars, making the musical bird seem even more bizarre and entertaining.",It's just another day at the office for this musical bird and its feathered fans.,"""It's a feather-tastic performance! Looks like this musical bird knows how to strum its wings."" This caption plays on the double meaning of ""strum,"" referring both to the action of playing a guitar and the sound produced by plucking feathers together. It also highlights the absurdity of a bird performing music, adding humor to the situation.","It turns out birds aren't just great singers, they also have quite the sense of style."
713,test,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: an auto repair shop 
 description: A mechanic is talking to a clown while several clowns are packed tightly inside the car's engine compartment. The car is in a garage with another car on a lift in the background. 
 uncanny description: Clowns should not be inside the engine compartment of a car. 
 entities: Clowns, Mechanic, Car <> 
 funny caption: [/INST]",When your car breaks down and you need a new laugh track.,The clowns were having a ball - literally.,"""It looks like this mechanic took his love for clowns to new heights - literally!"" This caption plays off the idea that the clowns in the engine compartment are out of place and potentially dangerous, as they could interfere with the mechanics of the car. By suggesting that the mechanic has taken things too far, it adds a humorous twist to the situation.","When life gives you lemons...and a malfunctioning engine, call a clown-mechanic duo!",It looks like this mechanic took his love for clowns to new heights - literally!,"""When your car breaks down and you need a clown-in-a-box fix."" This caption plays off the idea of clowns being packed tightly into the engine compartment, which could potentially cause damage to the car's inner workings. The phrase ""clown-in-a-box"" also adds a humorous twist to the situation by implying that the clowns have been transformed into small, portable, enclosed vehicles.","""When your car needs a clown tune-up!"" This caption plays off the idea that clowns are typically associated with entertainment and party-like activities, rather than mechanical work. By suggesting that they could be used for something other than their usual purpose, it creates a humorous contrast. Additionally, the phrase ""clown tune-up"" suggests that the clowns are performing some sort of maintenance on the car, which adds to the absurdity of the situation. Overall, this caption effectively combines unexpected associations with humor to create a lighthearted and entertaining caption for the cartoon.","When you said 'I need a clown in my engine compartment,' I didn't expect them to be actual clowns!","""When you thought the only thing strange about your car was its transmission issues, you never imagined it would become a clown mobile."" This caption plays off the idea that clowns are out of place in a car's engine compartment and suggests that the car has more problems than just a faulty transmission. It also implies that the clowns have taken over the car and turned it into their own personal vehicle.",Mechanic: 'Why are there so many of you guys in here?'; Clowns: 'Because we heard your car was having a ball!'
724,test,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a bookstore 
 description: People are lined up to meet an author at a book signing event. One of the individuals in line is a large, spiky dinosaur holding a book. 
 uncanny description: Dinosaurs are extinct and wouldn't be attending a book signing event. 
 entities: Dinosaur, Author, Book_signing <> 
 funny caption: [/INST]",When your favorite author becomes a Tyrannosaurus Rex-traordinaire!,"""Dino-mite author signing! Who knew books could bring back such prehistoric creatures?"" This caption plays on the pun of ""dino"" meaning both ""terrible lizard"" and ""great."" Additionally, it highlights the idea of the book being able to transport its readers to a different time period, much like how the author is brought back from his own time through the written word.",Meeting your favorite author just got a whole lot prehistoric!,Meet the new literary sensation - a Tyrannosaurus Rex who finally learned how to read!,It's amazing how far we've come since the days of 'Dino-graphs',"""Clearly, this dinosaur isn't just any ordinary fan."" (Explanation: The phrase ""clearly"" implies that there must be something unique or special about the dinosaur in question.)","""Looks like this author just landed their biggest fan yet - a T-Rex who knows how to read!"" This caption plays off the fact that dinosaurs are extinct and couldn't possibly attend a book signing event. However, it also implies that the author's books have been so popular that even a prehistoric creature is interested in them.",The only thing more intimidating than meeting your favorite author is meeting one who's still trying to figure out how to use tools.,"""Dino-Lit: When even the Tyrannosaurus Rex needs to sign his latest bestseller."" This caption plays on the idea that dinosaurs are long gone and couldn't possibly attend a book signing, yet here they are in the midst of it all. The word ""Tyrannosaurus"" is also capitalized to emphasize the humor and absurdity of the situation.","""It's always a pleasure to meet my biggest fan... who happens to be a prehistoric creature."" (Explanation: This caption plays off the fact that dinosaurs are extinct and unlikely to attend a book signing event, while also implying that the dinosaur is a devoted fan of the author.)"
731,test,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a therapy room 
 description: A person is sitting in a chair taking notes while another person is digging a hole in the floor with a shovel. The room has a bed and a window with plants on the sill. 
 uncanny description: It is unusual for someone to dig a hole in the floor during a therapy session. 
 entities: Therapist, Patient, Shovel <> 
 funny caption: [/INST]","""It turns out, digging deep into one's issues is the key to finding inner peace."" (Explanation: This caption plays off the idea that therapy often involves exploring one's past and emotions, which can be uncomfortable at times. By suggesting that the patient is literally digging through their problems, it creates a humorous contrast between the literal and metaphorical sense of ""digging deep."")",It's amazing how much progress this patient has made - they were just digging themselves into a hole last week.,Digging deep into the root cause of their problems.,When your therapist tells you to 'dig deep' they really mean it!,"""Excavating emotions, one scoop at a time."" This caption plays off the fact that the patient is digging a hole in the floor, which could symbolize unearthing their feelings and emotions. The therapist's role as a guide through this process is also emphasized by using the word ""excavating"". The use of the phrase ""one scoop at a time"" adds a humorous twist to the situation, suggesting that the patient is taking their time to uncover their emotions and that the therapist is patiently waiting for them to do so.",The therapist's new approach to talk therapy: excavating deep issues.,"""Digging deep into your issues, one scoop at a time."" This caption plays off the idea of the patient digging a hole in the floor, which could represent delving deeper into their problems during therapy. The use of ""scoop"" also adds a humorous element to the situation.","During my last session, my therapist asked me to dig a hole in the floor. I was like, 'Why?!' She replied, 'Because sometimes we need to go deep and unearth our emotions.' #TherapyGoals","""I never thought therapy would involve a lot of dirt!"" - This caption plays off of the fact that the patient is digging a hole in the floor, which is unexpected behavior in a therapy setting. The use of the word ""dirt"" adds a humorous twist to the situation, suggesting that the therapist and patient are getting their hands dirty in more ways than one.",It turns out digging a hole was just the beginning of this patient's journey towards self-discovery.
744,test,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a plain background 
 description: Two dogs are facing each other, both wearing cone collars. One dog has the cone around its neck, while the other dog has the cone around its midsection. 
 uncanny description: It is unusual for a dog to wear a cone collar around its midsection instead of its neck. 
 entities: Dogs, Cones <> 
 funny caption: [/INST]",When your owner accidentally puts a potato on top of your head instead of your neck.,It's clear these two dogs have different opinions on the importance of a well-fitted cone.,"It's a tie! Well, at least it's a tie-dye.",These two dogs have decided to switch it up and wear their cones on opposite ends.,Why did one dog go to the vet? Because it had a mid-cone!,"When you're tired of your dog's barking, put it on a muzzle!","These two dogs are barking up the wrong tree...or rather, their cones.","When you're a dog who's lost your sense of smell, sometimes you have to put on a cone...around your waist.",It's a barking mystery! Why does one dog have a cone on its neck and the other has it on its midsection?,It's hard to believe these two pups were ever on opposite sides.
747,test,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: backyard 
 description: Two people are sitting outside on chairs, looking up at a man who is hanging upside down from a fence. 
 uncanny description: It is unusual for someone to be hanging upside down from a fence in a backyard. 
 entities: People, Fence <> 
 funny caption: [/INST]",It's clear that this man has hit rock bottom... literally.,"""What do you call a man who's willing to go above and beyond? A fence-hanger!"" This caption plays off of the phrase ""go the extra mile"" by using the literal action of hanging from a fence instead. It also highlights the fact that the man in the cartoon is doing something unconventional and potentially dangerous.",It's clear they had no interest in the low-hanging fruit.,It's clear that this guy isn't afraid to take a leap of faith... even when it comes to hanging out.,"""Well, it looks like they're really getting into the swing of things."" (This caption plays off the fact that the man is hanging upside down, which could be interpreted as him being part of a swing set)",Hanging by a thread - literally!,It's clear these two were having a 'fence-tastic' time.,"They're hanging out in their backyard, but he's hanging around.",It's amazing how much more comfortable people are when they have their feet off the ground.,It's clear these two have never been to a trapeze class.
751,test,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a city street 
 description: People are walking around a city, each enclosed in their own transparent bubble. Even a dog is in its own bubble. 
 uncanny description: People and animals don't walk around in individual bubbles. 
 entities: People, Bubbles, Dog <> 
 funny caption: [/INST]",It seems like this city is having a serious 'Bubble Tea' moment.,Bubble-wrapped society: where social distancing takes on a whole new meaning.,Bubble trouble? These folks need to pop out of their pods!,"""It seems like the world is becoming more bubble-headed by the day."" This caption plays on the fact that people and even dogs are enclosed in individual bubbles, which could be interpreted as them being disconnected from reality or living in a sort of bubble-world.","Bubble, bubble, trouble? Looks like these folks have taken social distancing to a whole new level.","""It seems like everyone in this city has lost their social skills."" This caption plays off the fact that the people and even the dog are enclosed in their own bubbles, suggesting that they may have difficulty communicating with one another or interacting with others in a normal way.","""Bubble-wrapped society: Where everyone's in their own world."" This caption plays on the idea that the transparent bubbles surrounding the people and the dog represent a kind of social isolation or disconnection from one another. By contrasting this with the normal expectation that people would interact with each other in public spaces, the caption suggests that the characters in the cartoon have somehow lost touch with reality. Additionally, the use of the term ""bubble-wrapped"" references the packaging material, which could also imply a sense of being wrapped up or contained within one's own thoughts or emotions. Overall, the caption is meant to be lighthearted and humorous while still commenting on a deeper societal issue.",It looks like the city has finally found a way to keep everyone at arm's length.,"""Bubble trouble? These folks must have gone to the wrong bubble school!"" - This caption plays off the idea of ""bubble trouble"" being a common phrase used when something goes wrong, but in this case it takes on a literal meaning as the people are literally inside of bubbles. The use of ""wrong bubble school"" adds a humorous twist by implying that they didn't receive proper training for their new bubble-bound existence.",It's the perfect day to go bubble shopping!
752,test,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a street or sidewalk 
 description: Two people are walking while surrounded by anthropomorphic books. The books have faces and limbs, and they appear to be interacting with the people. 
 uncanny description: Books don't have faces and limbs, and they don't interact with people like this. 
 entities: People, Books <> 
 funny caption: [/INST]",It looks like these people are having quite the animated conversation with their walking library.,It looks like these people are having quite the 'book' conversation.,It turns out books were just jealous of the attention humans were giving their smartphones.,"""It's a literary stroll through the pages of imagination."" (Explanation: The anthropomorphic books give off a sense of being on a journey through literature, so using words that reflect that feeling make it seem like a literal walk through the pages of a book.)",It turns out that the books had been underestimating their own power all along.,"""It looks like these people have found their literary companions on this lonely street."" (This caption plays off the idea that the books seem to be interacting with the people as if they were friends, despite not actually having faces or limbs.)","Well, it looks like we're walking down the Street of Stories today.",It's no wonder these two were lost on their bookish journey.,"These two were really booked for their date night, but they couldn't resist the allure of the talking tomes.","""I guess these books were really well-read!"" This caption plays off the idea that the books seem to be communicating with the people, as if they've read so much that they're able to understand them on a deeper level. Additionally, the phrase ""well-read"" suggests that the books are knowledgeable and insightful, which could also apply to the people surrounding them. Overall, this caption highlights the humorous contrast between the normal appearance of books and their seemingly supernatural abilities in the cartoon."
