contest_number,info,prompt,caption1,caption2,caption3,caption4,caption5,caption6,caption7,caption8,caption9,caption10
783,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a therapist's office 
 description: A therapist is sitting in a chair, listening to a broccoli character lying on a couch as if it were a patient. 
 uncanny description: Vegetables don't go to therapy sessions. 
 entities: Therapist, Broccoli <> 
 funny caption: [\INST]","""Why did the broccoli seek therapy? Because it had some serious stalk issues."" ",Why did the broccoli seek therapy? Because it was feeling green with envy at all the other vegetables getting more attention!,It's not easy being green... especially when you're in therapy.,"When you thought therapy was just for humans, but you had a change of heart.","Vegetable Therapy: Where you talk to your greens, and they listen intently.",When you realize that your therapist has been secretly growing vegetables under her desk.,When your shrink starts talking to your veggies.,"When life gives you lemons, ask for broccoli therapy.",It looks like this therapist has quite the green thumb when it comes to her patients.,It turns out that 'talking vegetables' are just a bunch of peasants trying to make more money.
784,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a living room 
 description: A man is sitting in a chair reading a book. A snake is coming out of a mounted shield on the wall and wrapping around the chair. 
 uncanny description: A snake coming out of a mounted shield on the wall is not a normal occurrence. 
 entities: Man, Snake, Shield <> 
 funny caption: [\INST]",The serpentine protagonist found himself in quite the pickle after he accidentally opened the mysterious door behind his favorite armchair.,It's always a good idea to keep your eyes open when reading at home.,It looks like this guy just got his hands on a new book on herpetology!,It's hard to focus when a snake is trying to read over your shoulder.,"""This guy's got his own personal 'herpetologist'.""",The only thing more unexpected than a snake in a living room is a snake in a library.,"It's just a snake, it's not like he hasn't encountered worse plot twists in books before.","Well, it's clear that this man's reading material is pretty cutthroat.",Snakes have always been great at multi-tasking.,I guess this qualifies as a 'snakes and ladders' situation.
785,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: outside a saloon 
 description: A cowboy on a horse is approaching a saloon. Next to the horse, there is a piano tied up as if it were another horse. 
 uncanny description: Pianos are not typically tied up outside of saloons like horses. 
 entities: Cowboy, Horse, Piano <> 
 funny caption: [\INST]","It's just a horse, but it plays music better than any jazz band in town!",Why did the cowboy tie up his piano? To make sure it didn't stray!,Looks like this cowboy knows how to play by the rules!,"When life gives you lemons, tie them to your horse.","Just when you thought country music was only about horses, here comes the pianocowboy!","""When life gives you lemons, tie them up next to your horse at a saloon.""",Why did the cowboy tie his piano to his horse? Because he wanted to make sure it followed him wherever he went!,"When the barman asks how much your horse costs, you reply, 'a few chords more'.","""It's a wild ride down memory lane!"" ",It's a wild ride down memory lane with this pianist cowboy!
786,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: an office with a city view 
 description: A man is sitting at a desk in an office with a cityscape view. He is talking to another man in a suit who is sitting behind the desk. Next to the man in the suit, there is a dog sitting on a chair. 
 uncanny description: It is unusual for a dog to be sitting on a chair in an office setting. 
 entities: Businessman, Interviewee, Dog <> 
 funny caption: [\INST]","I'm interviewing this guy who claims he's a poodle. He seems a little fluffy, but he's got some serious business savvy.",I had no idea dogs were such good negotiators until I brought my furry friend into the boardroom.,"Just wanted to let everyone know, my new job comes with a furry companion. #OfficePups",I was just telling him how much I love working from home... until the dog decided it wanted its own cubicle.,It's no wonder he aced the interview - the businessman was barking all his answers.,"I never thought I'd find love in this concrete jungle, but I guess it just goes to show that beauty is in the eye of the beholder.","""Woof! That's a tough question, but I think I have an answer.""",Why did the businessman bring his dog to work? To keep the interviewee from going over his head!,The interview was going great until the interviewee pulled out a bone to chew during the meeting.,The only thing more suited for a job interview than a businessman in a suit is a dog on a chair.
787,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a bedroom 
 description: A couple is packing their suitcases in a bedroom. The woman is packing clothes, while the man is packing a large stone wheel and a club. 
 uncanny description: It is unusual for someone to pack a large stone wheel and a club in their suitcase. 
 entities: Couple, Stone_wheel, Club <> 
 funny caption: [\INST]",Why did the couple bring a giant wheel on vacation? Because they wanted to turn up the fun!,"""Why did they invite the wheel to the party?""",Why did the suitcase refuse to close? Because it was stuffed full of oddities.,"Packing for the trip, they forgot to bring the baggage claim ticket but remembered to bring the stone wheel and the club.",Why did the couple bring their rocking chair? Because they heard it was great for rolling away the stress!,"Well, this family is definitely rolling out the red carpet.","Well, they're definitely taking the kitchen sink with them.","Their love was strong enough to carry them over any obstacle, even a giant stone wheel.",Why did the couple bring a rolling pin? Because they were making memories in dough.,Looks like they're headed on a road trip to medieval times!
788,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a tailor shop 
 description: A tailor is fitting an astronaut for a spacesuit in front of a mirror. The astronaut is standing still while the tailor, with a measuring tape around his neck, looks pleased with his work. 
 uncanny description: It is unusual to see a tailor fitting an astronaut for a spacesuit in a regular tailor shop. 
 entities: Tailor, Astronaut, Spacesuit <> 
 funny caption: [\INST]",Why did the astronaut go to the tailor? Because he was out of this world!,Why did the astronaut go to a regular tailor shop? Because he didn't want to risk going to 'out of this world' prices!,Looks like he's finally found his true calling - space suit stylist!,Looks like this astronaut is ready to blast off into the great unknown... unless the suit doesn't fit.,Why did the astronaut go to the tailor? Because he needed space to move around!,It's amazing how far we've come from sewing buttons on suits to sewing entire planets onto spacecraft.,"""Why did the astronaut go to the tailor? Because he needed a space suit!""]","Well, he's quite out of this world!",Tailoring for outer space: where style meets the final frontier.,This suit's outta this world!
789,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a living room 
 description: A man with large butterfly wings is hovering in the living room while another person sits on the couch looking at him in surprise. 
 uncanny description: Humans don't have butterfly wings and can't hover in mid-air. 
 entities: Butterfly_wings, Hovering <> 
 funny caption: [\INST]","""Wondering why he's so good at playing hide and seek.""","""This guy must have been feeling like a real butterfly"" -Explanation: The phrase ""real butterfly"" implies that the man is acting more like a butterfly than a human, which creates a humorous contrast between the two. This caption also plays off the idea that humans don't typically have butterfly wings, adding another layer of humor.",I guess he wanted to take flight from the humdrum of life.,"Butterflies never did fly, they just kept fluttering.",This guy must have been hit by a ray gun from Alien!,"""Why did the butterfly winged human decide to visit his friend on the couch?""",I guess you could say he was winged-up!,Looks like someone took their flight lessons from Buzz Lightyear.,"Butterflies can't fly, they just flutter by.",The butterfly wings proved to be more reliable than Uber.
790,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a road 
 description: A man in a suit is driving a bumper car on a road next to a pickup truck. The woman driving the truck looks surprised and confused. 
 uncanny description: Bumper cars are not meant to be driven on regular roads alongside normal vehicles. 
 entities: Bumper_car, Pickup_truck <> 
 funny caption: [\INST]","""Bumping into the wrong lane.""",Why did the businessman drive a bumper car? He wanted to take his meetings on wheels!,The only thing more surprising than the bumper car on the highway is the fact that it's wearing a suit.,"The bumper car driver must have been feeling like a kid again, forgetting all about those pesky rules and regulations.","Well, it's clear he wasn't born in the city.","When your boss asks you to drive a bumper car to work, you just go with it.",It's hard to believe they're still making those things.,It's like watching a game of Jenga on wheels.,Why did the bumper car cross the road? To prove it's not just a toy!,I guess he thought it was a racetrack.
791,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a park 
 description: Two dogs are standing in front of a giant doghouse. One dog is inside the entrance, and the other is just outside. 
 uncanny description: The doghouse is unusually large compared to the size of the dogs. 
 entities: Dogs, Doghouse <> 
 funny caption: [\INST]",Looks like these two pooches have quite the pad to crash at after a long day of fetching sticks.,Looks like these two dogs have found their forever home.,Why don't dogs ever go on vacation? Because they always stay at home!,Why did the big house break up with the two small dogs? Because it found a tiny mouse hole.,Looks like someone took their love for dogs to new heights... literally!,Looks like these guys have big dreams... or maybe they're just really lazy.,The giant doghouse seems like a shrinking violet next to these tiny terriers.,"Two small pups, one big house - it's like they're living in a miniature world within a giant pet.",Why did the big dog build this tiny house? To fit its oversized ego!,Why did one dog move into the big house? He heard it had plenty of room for his furry family!
792,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a deserted island 
 description: Two castaways are on a deserted island with a grand piano. One is reading sheet music while the other sits at the piano. There are bottles and more sheet music scattered around them. 
 uncanny description: It is highly unusual to find a grand piano on a deserted island. 
 entities: Castaways, Grand_piano <> 
 funny caption: [\INST]",Why did they bring a grand piano to a deserted island? Because it was their only means of escape from the dull monotony of life.,Why did the grand piano end up on this deserted island? Because it refused to play along!,It seems like someone forgot their own theme song.,Looks like these two are trying to make some noise to attract attention.,Why did the castaway bring his grand piano to the deserted island? To make sure he had a symphony of isolation.,It's amazing how much time one can spend perfecting a single note on a grand piano when stranded on a deserted island.,Two men stranded on a deserted island with nothing but their dreams and a grand piano - looks like they're trying to make the most out of it.,Looks like they're trying to make their own symphony from scratch.,It's like they found a piano washed ashore and decided 'Why not?',The only thing missing from this island paradise is a few bongo players.
793,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a grocery store 
 description: A bear is standing at a checkout counter while a cashier is bagging a fish for it. 
 uncanny description: Bears do not shop for fish at grocery stores. 
 entities: Bear, Cashier, Fish <> 
 funny caption: [\INST]","Well, what's a bear to do when there's no berry picking season?","When bears go shopping for fish, they always find a way to make it a purrfect day.","Well, I guess bears can't resist their sweet tooth.",Why did the bear buy a fish? Because he heard it was on sale at the 'bear market!',"Well, it's one way to catch your dinner!","The bear had been waiting in line for hours, but he finally found his catch!",I guess bears really do have a sweet tooth.,Just another day in paradise at the grocery store where bears shop for fish.,I guess they say every bear's a little fishy.,Bear's got a taste for exotic pets.
794,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a park or open field 
 description: A group of aliens with large heads and small bodies are walking in a line, led by a man in a suit carrying a briefcase. They are coming out of a spaceship, and two humans are watching them in amazement. 
 uncanny description: Aliens with large heads and small bodies are not a common sight, especially being led by a human in a suit. 
 entities: Aliens, Spaceship, Humans <> 
 funny caption: [\INST]",The aliens must have been disappointed when they found Earth's atmosphere was lacking in oxygen.,I guess these extraterrestrial businessmen finally decided Earth was the perfect place to launch their latest product: a line of tiny suits for giant heads.,They said it was impossible to find extraterrestrial life... but they forgot all about the size difference.,These little guys must have been born in the wrong galaxy!,Looks like they're on their way to the next big meeting at Planet Earth headquarters!,"Aliens on parade: When extraterrestrial beings invade Earth's parks, it's always a spectacle to behold.","The aliens must have been feeling a little alienated at home, so they packed their bags (and their heads) and came to Earth to find their tribe.",Aliens finally got their hands on Earth's most valuable resource - suits!,Why do aliens always carry their own briefcases?,Why did the alien delegation bring their own interpreters? Because they didn't want to risk miscommunication... or getting stuck on Earth without their 'alien translators'!
795,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a restaurant 
 description: A waiter is serving a dish to a praying mantis sitting at a table in a restaurant. The dish appears to be a cooked insect. 
 uncanny description: It is unusual for a praying mantis to be dining in a restaurant and being served by a human waiter. 
 entities: Praying_mantis, Waiter <> 
 funny caption: [\INST]","The waiter was surprised when he found out the customer's name was 'Mantis', but even more so when he realized she had ordered a side of bugs.","When you find out your favorite insect is on the menu at the local restaurant, it's time to embrace your inner bug.",The praying mantis was caught off guard when the waiter presented it with a plate full of its own kind.,It's no surprise they say the service is buggy here.,I guess it's true what they say - you are what you eat!,"When you finally admit to your vegetarianism, but your date still insists on treating you to bugs at this 'Fancy Feast'.",It seems like this praying mantis is quite the foodie! Too bad it's still missing its chopsticks.,Catching flies never tasted so good - unless it's served with a side salad.,I guess this is what they call 'mantis shrimp' cuisine.,"When your server asks if you'd like to try our special dish of live crickets, say 'Yes please! I've been waiting for this moment all my life.' And watch as the praying mantis devours every last bite."
796,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a cluttered room 
 description: A man and a woman are standing in a room filled with bowling balls and pins. The woman is holding a rolling pin, and the man is holding two bowling balls. 
 uncanny description: It is unusual to see a room filled with bowling balls and pins, and the woman holding a rolling pin. 
 entities: Man, Woman, Bowling balls, Bowling pins, Rolling pin <> 
 funny caption: [\INST]","""It seems like they're trying to make a cake, but instead they ended up making a game of bowling.""","Well, it looks like they're finally making use of all those extra pins.",When your spouse tells you they're taking up a new hobby... you never expect it to involve rolling a giant ball.,The couple was trying to fix their relationship by rolling it over.,Looks like they're trying to make their own version of 'Pinocchio' with these oversized ball pins!,"""Why did the rolling pin join the team? Because it was looking to roll into some serious action!""",Looks like they're playing house without the furniture.,What do you call a room full of rolling pins? Pin palace!,When your housekeeping skills go bowling!,Looks like they're having a ball (and pin) party!
797,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: an office 
 description: A person in a suit of armor is sitting at a desk in an office, working on some papers. A woman is standing in front of the desk, holding a folder and a coffee cup, while another person peeks in from the doorway. 
 uncanny description: It is unusual to see someone in a full suit of armor working in a modern office setting. 
 entities: Knight, Office_worker <> 
 funny caption: [\INST]",It seems like this knight is just a paper pusher.,When you said 'dress code' I didn't expect it to be so... metal.,I guess this is what they mean by 'armored' against distractions.,"When your boss tells you to dress code is 'chivalry,' you better bring your own suit.",This knight clearly has no idea how to file a report.,Why did the knight cross the road? To get to his cubicle!,Why did the knight trade his sword for a stapler? He wanted to keep things paperwork perfect!,"The Knight's Armored Attitude Towards Work Is Strong, But Not Too Heavy To Lift.",Looks like our knight has traded his sword for a stapler.,Why did the knight cross the road? To get to the other paperwork!
798,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a dark forest road 
 description: A person is fixing their car on a dark, forested road at night. A large, menacing creature with sharp teeth is watching them from the shadows. 
 uncanny description: It is unusual and frightening to see a large, menacing creature watching someone fix their car at night. 
 entities: Car, Person, Monster <> 
 funny caption: [\INST]",The only thing more scary than getting a flat tire in the woods is having a monster watch you change it.,"It's just me and my shadow, working together to keep this old heap running smoothly.",I guess this is where the saying 'bite the bullet' comes from.,"It's just me and my shadow, working together to keep this old jalopy on the road.","A monkey wrench in my plans, but at least I have a new friend to watch over me while I work.",Looks like this car needs more than just a tire rotation.,Why did the monster break down? He had a flat tire!,Looks like this guy's finally found his inner mechanic...and it's a growling beast.,"It's just me, a lonely monster, waiting for my next victim to drive by.",I knew my car had a problem when a monster showed up to fix it.
799,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a living room 
 description: A man and a cat are sitting on a couch, each holding a glass of wine. They appear to be having a casual conversation. 
 uncanny description: Cats don't sit upright and hold glasses of wine like humans. 
 entities: Man, Cat, Wine_glass <> 
 funny caption: [\INST]","""Cheers to cats who defy expectations and become wine connoisseurs.""",The only thing more pretentious than this cat is its owner.,"""Man: 'So, how was your day at work?' Cat: 'Oh, it was purrfect. I spent all day napping and eating fish.'""]",Why did the cat cross the road? To get to the other side of the wine glass!,Cheers to finding common ground with your feline friend!,"When life gives you lemons, give it back and ask for more wine.",What do cats drink when they have a human friend?,The man and his feline friend toast to their shared love of getting tipsy while sipping wine from wine glasses.,"""Cheers to purr-fect company!"" ",Cheers to feline imitation!
800,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a baseball field 
 description: A headless baseball player is standing near the dugout, with his helmet floating above where his head should be. Two coaches are leaning on the fence, talking and watching the player. The crowd in the background is cheering. 
 uncanny description: The baseball player has no head, yet his helmet is floating in the air. 
 entities: Headless_baseball_player, Coaches, Crowd <> 
 funny caption: [\INST]","""Headless batter up! Time for a pitch from life's ultimate curveball."" ",When the catcher steals your home run.,It's amazing how much this game still makes sense without a head.,Heads or Tails? This baseball player seems to have forgotten which one he's playing for.,"The headless baseball player's coach was shocked when he noticed the lack of a head during practice. 'How did you manage to hit the ball without seeing it?' he asked, to which the player replied, 'I just use my sense of smell.'",The headless baseball player's team must have been really good at taking out their opponents' bats.,Heads or tails? This baseball player's got both - minus one.,Looks like he's playing without a brain.,Headless Baseball Player: 'I'm just here to keep score.',Headless home run! The catcher must've seen something coming from left field.
801,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a chess table 
 description: A man is playing chess with the Grim Reaper. The man is smiling and appears to be making a move. 
 uncanny description: Playing chess with the Grim Reaper is not a typical occurrence. 
 entities: Man, Grim_Reaper, Chess <> 
 funny caption: [\INST]","Making moves on the board, but never on life.",The Grim Reaper had a killer opening gambit.,"""I guess it's checkmate for everyone else, but I'm still having a great time!""",It looks like the Grim Reaper just found out checkmate means 'I win' and not 'I lose.',The Grim Reaper must have really been feeling down on his luck when he decided to play chess with the Man.,"It's a grim match, but he'll do whatever it takes to checkmate the end!",The only way to beat death is with a good game of strategy.,The only thing more deadly than a Grim Reaper is a chess master.,It's a match game of wits against death.,I guess this game really is fatal.
802,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a construction site high above the city 
 description: Construction workers are sitting on a steel beam high above the city. A pizza delivery person is handing them a pizza. 
 uncanny description: It is unusual for a pizza delivery person to deliver pizza to workers sitting on a high steel beam. 
 entities: Construction_workers, Pizza_delivery_person <> 
 funny caption: [\INST]","It's a bird, it's a plane, it's a... Pizzagron?","When they said 'high above the city', I didn't realize they meant it literally.","""High Crust Delivery"": When your job requires you to work on a high steel beam, ordering takeout just got a whole lot more challenging.",Looks like someone's finally found the missing piece of the puzzle - a high-beam pizzeria!,What do you call it when a construction worker orders a pepperoni and mushroom pizza? High Anxiety!,Why did the construction worker order pizza from the ground? Because he didn't want to go down.,It's like a sky-high food festival!,Pizzaiolo: 'I guess this qualifies as high-altitude delivery!',"Hey guys, I heard your job's tough enough already, so I brought you some comfort food!",What do you call it when a pigeon steals your lunch? High-flying fowl!
