contest_number,prompt,caption1,caption2,caption3,caption4,caption5,caption6,caption7,caption8,caption9,caption10
543,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: a living room 
description: A large elephant is standing in the middle of a living room. Two people are sitting on chairs, seemingly ignoring the elephant. 
uncanny description: It is highly unusual to have an elephant inside a living room. 
entities: Elephant, People 
funny caption:",The two guests must've been reallysic!,"Well, it was definitely a unique houseguest.",The only thing bigger than our TV was the elephant in the room.,Why did the elephant break into their house? To Cocoa!,It's just another day at the show,Its no wonder they're having trouble finding common ground. They have different views on everything - from politics to furniture arrangements.,It must be asudo mode night at this house!,It's amazing how much you can ignore when it comes to houses.,"Well, it looks like we'veohed our living room.",It's like having your own personal masseuse... who also happens to weigh twice as much as your couch.
544,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: an office environment 
description: Two men are standing and talking to each other. On top of their heads, there are miniature office workers sitting at desks, working on computers. 
uncanny description: It is unusual to have miniature office workers on top of people's heads. 
entities: Office_workers, Heads 
funny caption:",It looks like these guys are leading a double life as bosses and heads.,It looks like they're having a meeting with their heads at stake.,Why did the two coworkers decide to share an idea? They wanted to head-quarter it.,It looks like these two guys are having a brainstorming session... literally.,"It's no wonder our productivity has gone down, we have miniature bosses breathing down our necks.",It looks like these two coworkers are having a headpumping contest.,It looks like these guys are carrying around a portable office on their heads.,"It's a good thing we don't have miniature office workers on our backs, otherwise it would be like having a whole office attached to us!",It's like having your own personal cubicle right where you need it - on your head!,It's like having your own personal paperweight
548,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: a rural road 
description: A police officer has pulled over a futuristic rocket car on a rural road. The driver is sitting in the rocket car while the officer stands beside it, writing a ticket. 
uncanny description: Rocket cars are not typically seen on rural roads and are not usually pulled over by regular police. 
entities: Police_officer, Rocket_car 
funny caption:",Looks like this guy was speeding throughharton.,The officered this ticket,"It's aial speeding ticket! Officer: 'I need to see your license.' Driver: 'I don't have one, I'm from the future!' Officer: 'Well, let me just check my database... Oh wait, it says you're an alien too!'",Looks like this guy tooksic driving lessons.,"Looks like this rocket car got caught speeding throughhoot, Kansas.","It's aacospeak to me. Officer, I had no idea my rocket car was speeding!",Looks like this guy got caught speeding throughhoot.,Looks like this guy was going faster than light speed. Hope he didn't forget his rocket fuel.,I guess was going faster than light.,I guess you could say this was a 'high-speed' ticket!
553,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: a post-apocalyptic landscape 
description: Two people are sitting on rocks in the middle of a post-apocalyptic landscape. They appear to be having a casual conversation despite the destruction around them. 
uncanny description: It's unusual for people to have a casual conversation in the middle of a devastated, smoking wasteland. 
entities: People, Destruction 
funny caption:",It'soclypical to see two friends enjoying a cup of coffee over a pile of rubble.,"It turns out apocalypse now, but it's still business as usual.",Looks likeoaks is still thriving in this post-apocalypticoaks.,It turns out Apocalypse Now isn't so bad when you're wearinga Uggs.,"You know what they say, apocalypse is just like a bad breakup - you never see it coming, but when it does, everything else fades away.","Well, it looks likeocalypse now.",Looks likes now have their own show.,It turns out apocalypse is just the ultimate small talk starter.,"Well, at least we still have each other and ourers.",It's like we-o
568,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: a social gathering 
description: A woman is holding a glass and talking to two people who are tied up and standing in buckets. The scene appears to be at a social gathering. 
uncanny description: It is unusual for people to be tied up and standing in buckets at a social event. 
entities: People, Buckets, Rope 
funny caption:",Looks like they're hosting an Escape Room themed party.,"""Well, it's always nice to have an icebreaker at a party.","It was thesiphon of ideas party! They were having great times, but they couldn't leave because the host had a lot of ties.",Looks like they're having a wild time at this party.,It's always a wild ride at the annual kink party.,"It's always interesting to meet new guests, especially when they come in buckets.",It looks like they're having a ball...in a bucket.,"At this party, they took 'bonding' to new heights.",It's just a typical Tuesday night at the wine tasting.,It's an interesting way to keep your guests entertained.
575,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: a grassy field 
description: Two ancient warriors on horseback are leading a procession of modern businessmen carrying briefcases through a grassy landscape. 
uncanny description: It is unusual to see ancient warriors leading a group of modern businessmen. 
entities: Ancient_warriors, Businessmen 
funny caption:",It's clear these guys have mastered the art of multi-tasking.,These guys are so old they still have typewriters in their saddlebags.,Looks like these ancient warriors have finally caught up with the times - andideas!,It's amazing how far we've come from spears and shields to power suits and tie-dyes.,Looks like they're having a battle for market share.,It looks like these ancient warriors have decided to join the rat race!,The old ways of war have met the new ways oftyping.,It appearss that these ancient warriors have finally found their true calling... leading corporate drones.,It's amazing how far we've come since the days of chivalry.,It's like something out of 'Mad Max' meets Wall Street.
576,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: a park or garden 
description: A woman is standing in front of a tree. Hanging from one of the branches is a cocoon with a human face emerging from it. 
uncanny description: Cocoons do not have human faces emerging from them. 
entities: Woman, Tree, Cocoon 
funny caption:",The ultimate social distancing measure.,"It's a bird, it's a plane, no...it's a chrysalis with a bad case of identity crisis!",The tree was acting strangely until I realized it had a new growth.,It's no surprise that this tree was known as the gossip-monger. It's always spilling secrets.,"Woman: 'It's been years since I last got a new look!' Tree: 'Well, you certainlyed out!'",The ladybug inside this cocoon is having quite thea party.,It's always a surprise when nature takes an unexpected turn.,The tree's next act was 'A Human Cocoon Show' starring this lady.,It's no wonder she felt like an egg-ceptional mother.,Sheed!
578,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: a restaurant 
description: A couple is having a quiet dinner at a restaurant. Suddenly, a waiter rushes in with a pizza, followed by a crowd of paparazzi taking photos. 
uncanny description: It's unusual for paparazzi to follow a waiter into a restaurant. 
entities: Couple, Waiter, Paparazzi 
funny caption:",The only thing more unexpected than a surprise birthday party at your funeral is a pizza delivered by a celebrity entourage.,It must have been 'PizzaGate'.,When your favorite celebrity walks in.,The couple was just enjoying a peaceful dinner when their server turned into a celebrity.,Looks like our waiter had a celebrity lookalike contest and won first place.,It must have been pizza week!,Looks like our server just caught his big break!,"""It looks like the couple had ordered 'paparazzi-za'.",The waiter must have had ansama pizza deal.,It looks like our server was mistaken for a celebrity.
579,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: a living room 
description: Two people are sitting on separate couches, facing each other. Between them, a cat is lounging on a throne, wearing a crown and a royal robe. 
uncanny description: It is unusual for a cat to be treated like royalty and sit on a throne with a crown. 
entities: Cat, Throne 
funny caption:","It's purr-fect to have your own throne, but it's even better when it's covered in fur.",The cat's meow was so regal; he demanded his own throne.,"The cat may have the throne, but it's hard to tell who's really ruling this living room.","It's no wonder this cat feels so entitled, it's been ruling from its throne since it was kitten.","It's meow-velous, but this feline ruler needs to learn how to balance his regal poses.",The feline monarch was reigning supreme from his throne of fur and regality.,The feline monarch's reign is truly meow-velous.,It's purr-fectly clear who rules this roost!,It's meow-velous to be a feline king! But don't tell the other pets.,The feline hased its way into becoming an overlord.
590,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: a prehistoric cave 
description: A dinosaur is drawing cave paintings on the wall while two cavemen watch from the entrance of the cave. 
uncanny description: Dinosaurs and humans did not coexist, and dinosaurs did not create cave paintings. 
entities: Dinosaur, Cavemen, Cave_paintings 
funny caption:","Well, well, well. Looks like we have our very own 'Flintstones' moment going on here.",The only time a dinosaur ever used a pencil was to draw out its own extinction.,It's amazing how far we've come since cave paintings were created by extinct creatures.,The caveman's art teacher was a little hard on him. 'You need more depth!',What did the caveman say when he saw his pet dinosaur creating abstract art? 'You're not supposed to be painting in here!',Looks like our prehistoric friend is channeling his inner Picasso.,Dinosaurs were great artists before they went extinct.,It looks like this dinosaur was really into abstract expressionism.,It's amazing how far we've come since the days of prehistoric art school.,The only thing more extinct than this cave painting is the artist.
600,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: a spaceship 
description: Three aliens are standing in a spaceship, looking at a dog that is sitting in the middle of the room. The spaceship has large windows showing outer space. 
uncanny description: Aliens and dogs don't usually interact in a spaceship. 
entities: Aliens, Dog 
funny caption:",Why did the aliens bring a dog on their spaceship? Because they heard he was an intergalactic pawsome companion!,It looks like we just landed on Earth...and brought our furrya.,"The aliensomania was strong on this planet, even if it wasn't in their DNA.",The only thing more out of place than this dog in a spaceship is the aliens.,Why did the alien bring his furry friend on a mission? To keep him company during long space walks!,It seemss the aliens haveped their intergalactic trip with an Earthly companion.,"It looks like this alien is trying to teach his furry friend how to play fetch, except he forgot to bring a ball.","The universe is full of surprises, even when you least expect it.",It turns outanuts are just peanuts in space.,The aliens couldn't resist Earth's most adorable creature. Even though it was out of this world!
603,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: a mountain ledge 
description: A hiker has climbed up a mountain and is looking at a wise man sitting on a ledge. In the background, there are people sitting at tables as if they are in a restaurant. 
uncanny description: It's unusual to see a restaurant setup on a mountain ledge. 
entities: Hiker, Wise_man, Diners 
funny caption:",Wow! I never thought I'd find an authentic sushi bar on top of a mountain.,The peak of fine dining.,"The hiker asked the wise man if he wanted a menu, and the sage replied 'Sorry, we only serve enlightenment.' The diners were disappointed but decided to settle foripan.",It seems like the menu here changes depending on how much oxygen you have left.,The peak of fine dining: a mountain ledge and a sage.,It appears the hiker reached the summit anded out.,It seems like this mountain top is the perfect place for fine dining.,The view from the top? Priceless. But don't forget to order off the menu.,The only thing missing from this mountaintop dining experience is the fresh catch.,"The Hiker asked the Wise Man what he thought of the view, the Wise Man replied 'It's nice, but it lacks ambiance.' And then he ordered a Caesar salad."
604,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: a cave 
description: A caveman is painting a picture of a mammoth on the wall of a cave. A real mammoth is standing nearby, watching him. 
uncanny description: The mammoth seems to be observing the caveman's artwork as if it understands. 
entities: Caveman, Mammoth, Cave_painting 
funny caption:",It looks like this caveman has finally found his calling.,The cavemans an artist.,The cavemans,Looks like this caveman's art is getting him noticed by the big wigs.,The cavemans showcase,The cavemans his best yet - a mammoth masterpiece,"Well, well, well... Looks like someone just got served.",Caveman arts,It's amazing how much the caveman gets paid to paint portraits of extinct animals.,It turns out that cavemen were quite the art critics after all.
615,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: a dock 
description: Two men are sitting on a dock, fishing. One of them has caught a chandelier with his fishing rod. 
uncanny description: It is highly unusual to catch a chandelier while fishing. 
entities: Fishermen, Chandelier 
funny caption:",The light bulb moment when we finally caught our pièce de résistance.,"The fish were definitely in hiding, but I never expected them to go above and beyond!",It's no wonder weeded out theers.,It was a day of unparalleled fishiness.,It looks like we got our hands on some 'light' catch!,It's a good thing theyersized the chandelier before catching it.,Catching a chandelier is nothing short of a fish out of water.,It's no wonder theystein didn't win anykyon championships.,"Well, it looks like we got our 'light' catch!","Wes just wannted a new light fixture, buw now we've got one with a bite!"
617,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: hell 
description: A group of people are standing in front of a television that is showing flames. A devil-like figure with a trident is standing nearby, overseeing the scene. 
uncanny description: People in hell are watching a TV showing flames, which is an unusual form of punishment. 
entities: People, Devil, Television 
funny caption:",Looks like’s decided to take a break from making Christmas movies and insteaded someyery.,Why did the devil-tent break? Because he was caught red-handed.,It's just another day in's. Hell's new's channel.,Wells Fargo? Now that's some hot TV!,It's just another day inytom.,It's hot in here! I told them to turn off thesaurus.,Wellhoff! You've been sentenced to watch Hell'sthrones.,It'syy time!,It's like being stuck in as-ter channel.,It's just another day inen.
621,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: an office or dressing room 
description: A man in a suit of armor is standing in front of a full-length mirror. A man in a business suit is standing next to him, smiling. 
uncanny description: It is unusual to see someone in a full suit of armor in a modern setting, especially with a businessman. 
entities: Knight, Businessman 
funny caption:",The knight of suits.,It's great being able to blend in at work when everyone else is wearingoses,Knight errant meets knight in shining armor.,The Knight's take on professional attire,It's a rare sight to see a knight in shining armor working alongside his corporate counterpart.,"It's no wonder he was always late to meetings, his armor took forever to dry.","The knight's armor was state-of-the-art, but it still couldn't protect him from his boss's criticism.",The Knight finally learned how to blend in at the office by adding more flair to his wardrobe.,The knight wanted to feel moreish.,The knight was just trying to find his inner suit.
632,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: an interrogation room 
description: Two detectives are in an interrogation room. One is sitting at a desk with a microphone, and the other is standing with their hands on their hips. Behind them is a lineup of Russian nesting dolls of various sizes. 
uncanny description: It is unusual to see Russian nesting dolls in a police lineup. 
entities: Detectives, Matryoshka_dolls 
funny caption:",The suspects were interrogated usingkas.,You know you're ina bad place when they start asking you questions about your favorite Matryoshka.,"Well, we tried everything to crack the case, but itka'n out.","Well, it looks like we've got our size problem solved. Weka, Tasha, Katya, Dasha, Masha, Svetlana, Babushka - how do youa?",What do you call it whena Russiana comes unraveled during questioning? A DOLL-egate!,You know you're ina trouble when you're surrounded by babushkas.,What do you call it whenhouses testify? A matryoshkaleaks!,It turns outa was involved.,We'll crack any case with ourka methods.,We're trying to crack this case one nesting doll at a time.
633,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: a playground 
description: Adults and children are playing on slides in a playground. The adults seem to be enjoying the slides just as much as the children. 
uncanny description: It is unusual to see adults playing on slides meant for children. 
entities: Adults, Children, Slides 
funny caption:",When adulting becomes child's play.,It's amazing how something so small and simple like a slide can bring such joy to both young and old.,"It's like being a big kid again, only this time we don't have to go back to recess.",It's clear who's the real kid here.,It seems like these kids have taught their parents how to slide!,It's a slide to adulthood.,The only difference between a child's slide and an adult's is the number of 'oohs' and 'aahs'.,It seems like these adults have found their inner child.,It's no wonder we don't grow up; we never leave the playground.,The only thing more unexpected than an adult on a slide is a politician promising to do something they actually mean.
634,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: a pyramid site 
description: Two tourists are standing at the base of a pyramid, looking at a map. At the top of the pyramid, there is a vendor with an umbrella and a cart. 
uncanny description: It's unusual to see a vendor at the top of a pyramid. 
entities: Tourists, Vendor, Pyramid 
funny caption:","It's the ultimate tourist trap, but it'll be worth it when we finally figure out how to get back down.",The vendor said he was just trying tohton them out.,Looks like the vendor is selling shade from his pyramid stand.,Looks like this vendor has climbed all the way to the top to sellsticks.,Looking for ancient Egyptian cuisine? Try ourhemeal service from the tippy top!,The only place you can buy sunscreen on a cloudy day.,The vendor may have been a pyramid scheme artist.,It looks like this vendor got a head start on the competition by building his stand at the summit.,Looks like this vendor got his businessed up!,It looks like they found the ultimate souvenir shop.
640,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: an open space 
description: A mouse is riding a cat like a horse, using reins and a saddle. The cat is wearing sunglasses. Two other mice are watching this scene. 
uncanny description: Mice don't ride cats, and cats don't wear sunglasses. 
entities: Mouse, Cat, Sunglasses 
funny caption:",Looks like someone got a little 'mousey' around town.,The Mouse on Horseback,"Riding high on life, one mouse at a time.",Looks like someone got their furry hooves on a pair of spectacles.,"When you said 'You look like a real mouse', I didn't expect it to be literal.","This mouse thinks he's riding high on life, but I have a feeling he'll soon find himself down in the dumps.",The mouse rode the cat like it was a stallion and the glasses were its blinders.,It must have been one heck of a wild mouse party.,"When you said 'mouseback', I didn't expect it to be literal.",I guess that makes them 'mouse-sunglassed'!
643,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: a concert hall 
description: A man in a tuxedo is sitting at a grand piano, wearing boxing gloves. He looks surprised or confused. 
uncanny description: It is unusual and impractical to play the piano while wearing boxing gloves. 
entities: Pianist, Boxing_gloves 
funny caption:",He was playing it cool until he realized his hands were all tied up.,The pianist decided to try out a new style - classical rock.,Why did the pianist decide to wear boxing gloves? Because he heard there would be no pianoers!,Why did the pianist break up with his gloves? Because he found out they were just looking for a new way to 'tickle' the ivories.,Why did the pianist wear boxing gloves? Because he wanted to make it a knockout performance!,"When the pianist realized he forgot his sheet music, he knew it was time to bring out the big guns - or rather, the big gloves.",Why did the pianist decide to channel his inner Rocky?,It was a fight for the last seat at the concert.,Why did the pianist punch the keys? Because he was playing by ear!,Why did the pianist wear boxing gloves to the concert? Because he wanted to add a little punch to his performance!
649,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: a living room 
description: Two women are sitting on a couch in a living room, having a conversation. There is a railroad track running through the middle of the room. 
uncanny description: It is highly unusual and dangerous to have a railroad track running through a living room. 
entities: Railroad_track, Two_women 
funny caption:","We were just talking about how much we love trains, when suddenly weed one right into our living room.",It's not every day that you see your friends being run over by a train while sitting on your couch.,It's just a normal day when a train crashes into your living room.,"It's a good thing these ladies aren't train conductors, otherwise they would be fired.",It's like they decided to host their own version of 'The Train Show.',"Well, it's clear we're taking our relationship to new heights - literally.","Well, it's clear we're not going anywhere fast.",It's great to catch up while riding the rails.,It's like they're living on a roller coaster.,It's not every day you see two women trying to navigate a railroad track while sipping tea.
